key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-435288327,DNA methylation signatures of cervical pre-invasive and invasive disease: An epigenome-wide association study.,,1,1,International journal of cancer,,,,,,,,,,"Epigenetic alterations are essential in the development of cancers, while epigenome-wide exploration in cervical cancer has been limited. In this epigenome-wide association study (EWAS) we explore differential DNA methylation signatures associated with CIN (cervical intraepithelial neoplasia) grade 3 and cervical cancer to better understand potential drivers and biomarkers of cervical carcinogenesis. 247 women were recruited between 2014 and 2020 (N = 119 benign, N = 74 CIN3/CGIN [cervical glandular intraepithelial neoplasia] and N = 54 cancer). Methylation signatures were obtained from exfoliated cervical cells and sequenced using the Illumina 850 k array. Logistic regression and conditional analyses were used to test for independent associations between Cytosine-phosphate-Guanine (CpG) sites and case-control status, with adjustment for batch, chip, age, and human papillomavirus (HPV) status. 409 CpG sites were strongly associated with CIN3/cancer (p-value <5 × 10-8). Following conditional analysis, two CpG sites located in PAX1 (cg16767801) and NREP-AS1 genes (cg23642047) were independently associated with case status, yielding an area under the curve (AUC) of 0.92 (AUC = 0.97 for invasive disease). In a validation dataset (CIN3 only) PAX1/NREP-AS1 yielded a combined AUC of 0.77. Methylation markers offer promise for use in cervical screening, particularly as triage tests and self-sampling. We have identified a novel combined methylation marker that offers a high accuracy for the detection of CIN3 or worse.","RAYYAN-INCLUSION: {""daivd""=>""Excluded"", ""Alexander""=>""Included""}",10.1002/ijc.35406,"",,
rayyan-435288328,Bypassing the Delay: Directing Pediatric Intussusception Cases to the OR Through Inflammatory Marker Assessment.,,1,1,World journal of surgery,,,,,,,,,,"Intestinal necrosis represents as one of the most severe complications of intussusception. Various markers of systemic inflammation, such as neutrophil counts, CRP levels, albumin concentrations, platelet counts, and lymphocyte counts as well as combined ratios, such as lymphocyte-to-CRP ratio (LCR), platelet-to-lymphocyte ratio (PLR), neutrophil-to-lymphocyte ratio (NLR), and CRP-to-albumin ratio (CAR), have been proposed as valuable predictors for a variety of inflammatory conditions, making them useful biomarkers for inflammation. We investigated the effectiveness of different combinations of inflammatory markers in predicting intestinal necrosis and the need for intestinal resection in cases of intussusception. This is a retrospective cohort study that included 100 patients diagnosed with intussusception and needed surgical intervention after failed nonoperative reduction of intussusception. The patients were divided into two groups based on whether they had intestinal resection. Analysis was conducted on combinations of inflammatory markers, such as NLR, PLR, LCR, and CAR, to correlate with intraoperative findings for detecting the markers with the highest correlation with intestinal necrosis in intussusception patients. A statistically significant higher mean CAR was observed among cases with resection (15.27 ± 6.74) compared to the nonresection group (3.56 ± 4.06). Conversely, the mean LCR was significantly lower in the resection group (0.116 ± 0.12) compared to the nonresection group (0.509 ± 0.33). The ROC analysis showed that the area under the curve (AUC) for LCR in differentiating cases requiring resection was excellent, with a best-detected cutoff point of 0.1233, yielding a sensitivity of 85.7% and specificity of 90%. Similarly, the AUC for CAR in differentiating cases needing intestinal resection was excellent, with a best-detected cutoff point of 7.73, yielding a sensitivity of 92.6% and specificity of 90%. Additionally, the CAR was a statistically significant predictor of the need for resection, with each unit increase in CAR increasing the risk by 1.42 (95% CI: 1.25-1.61). The mean CRP-to-albumin ratio (CAR) is significantly higher in cases requiring intestinal resection compared to those that do not require resection. LCR also provides useful information and should be used alongside the CAR in the decision-making process. If a patient's CAR exceeds 7.73 and if LCR is below 0.1233, they are more likely to need surgery due to necrosis. Given its statistical significance, CAR should be used as a key marker for predicting the need for intestinal resection. For each one-unit increase in CAR, the risk of needing intestinal resection increases by 1.42 times, which can aid in prioritizing patients for surgery, avoiding treatment delays, and enhancing patient outcome.","RAYYAN-INCLUSION: {""daivd""=>""Excluded"", ""Alexander""=>""Included""}",10.1002/wjs.12586,"",,
rayyan-435288329,"Developing risk prediction models for type 2 diabetes and assessing the role of circulating metabolic biomarkers in five independent Finnish cohorts with over 22,000 individuals.",,1,1,Journal of clinical epidemiology,,,,,,,,,,"Type 2 diabetes (T2D) is a serious public health risk. It is not well known whether large scale omics data could help improve the risk prediction. We combined the use of metabolic variables with modern model selection methods to develop risk prediction models for T2D. We then assessed the incremental improvement in model performance produced by the metabolic variables, when compared to a clinical baseline. We used five cohorts with a total of 493 cases and 21,755 controls to develop and validate risk prediction models for T2D. We first constructed a baseline model using 15 clinical variables, and then assessed the incremental improvement provided by a set of 154 metabolic variables to the prediction, using multiple different statistical methods. Model performance was assessed in terms of discrimination and calibration in multiple validation cohorts. The baseline model reached area under the receiver operating characteristic curve values between 0.832 and 0.913 in the validation cohorts. On adding the metabolic measures, the highest area under the receiver operating characteristic curve values reached in the validation cohorts were between 0.840 and 0.915, a small but not clinically relevant improvement over the baseline model. Most of the constructed models were miscalibrated in the validation cohorts. The baseline model with clinical variables achieved a very good discrimination in predicting T2D. Models with metabolic variables were not able to meaningfully improve on it, as the high level set by the baseline left little room for improvement. The constructed models generalize to new independent data quite well in terms of discrimination, but relatively poorly in terms of calibration.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.1016/j.jclinepi.2025.111978,"",,
rayyan-435288330,External validation of the international immunoglobulin A nephropathy (IgAN) prediction tool in Korean children with IgAN.,,1,1,Kidney research and clinical practice,,,,,,,,,,"The International IgA nephropathy (IgAN) Prediction Tool was recently updated to predict the risk of a 30% decline in estimated glomerular filtration rate (eGFR) or kidney failure in children with IgAN. We aimed to evaluate the clinical performance of this tool in a Korean cohort of children with IgAN. We calculated the predicted risk for biopsy-proven IgAN children from 20 Korean centers. The primary outcome was a 30% decline in eGFR or kidney failure. Discrimination and calibration performances of two pre-developed models were first evaluated. Subsequently, we constructed an updated model for Korean children using clinically meaningful variables. The study included 472 children with a mean age of 11.4 years. During a median follow-up period of 47.5 months, 58 patients (14.0%) reached the primary outcome. The two prediction models from the International IgA Nephropathy Prediction Tool exhibited suboptimal prediction power, with an integrated area under the curve (AUC) level of 0.57 (model with race) and 0.55 (model without race), respectively. The updated model, incorporating additional coefficients (sex, body mass index, serum albumin, presenting symptoms), showed good agreement between predicted risk and observed outcomes for Korean children (integrated AUC level of 0.70), significantly better than the IgAN International tool. Various model performance assessments showed consistent results. External validation with 145 children also demonstrated a superior fit for our model. The updated International IgA Nephropathy Prediction Tool for children had suboptimal prediction ability in Korean IgAN children whereas our proposed model showed acceptable prediction ability in this population.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.23876/j.krcp.24.262,"",,
rayyan-435288331,Machine learning models based on location-radiomics enable the accurate prediction of early neurological function deterioration for acute stroke in elderly patients.,,1,1,Frontiers in aging neuroscience,,,,,,,,,,"The timely and accurate identification of elderly stroke patients at risk of early neurological deterioration (END) is crucial for guiding clinical management. The present study aimed to create a comprehensive map of lesion location in elderly stroke, and build a machine learning model integrating location features and radiomics to predict END in elderly stroke patients. A cohort of 709 elderly stroke patients from two centers patients were enrolled. Three machine learning models [logistic regression (LR), random forest (RF), and support vector machine (SVM)] based on location features, radiomics, and Loc-Rad were constructed to predict END in elderly stroke patients, respectively. The performance of models was evaluated using the receiver operating characteristic curves (ROC) and decision curve analysis (DCA). The SHapley Additive exPlanations (SHAP) was used to interpret and visualize the impact of the model predictors on the risk of END. The location maps for elderly stroke patients showed the bilateral cerebellum, left basal ganglia, left corona radiata, and right occipital lobe were significantly associated with END (p < 0.05). For three ML algorithms, the Loc-Rad models based on location features and radiomics demonstrated better performance than the separate location and radiomics-based models in the training cohort (p < 0.05), and the Loc-Rad model constructed with the RF algorithm performed best, with an AUC of 0.883 and accuracy of 0.888, and showed strong prediction performance in the external validation set (AUC of 0.818; accuracy of 0.811). The SHAP plots demonstrated that the most significant contributors to model performance were related to postcentral gyrus left, superior frontal gyrus right, w-HLH_glcm_Correlation, large vessel occlusion and lateral ventricle_body left. We constructed comprehensive maps of strategic lesion network localizations for predicting END in elderly stroke patients and developed a predictive ML model that incorporates both location and radiomics features. This model could facilitate the rapid and robust prediction of the risk of END, enabling timely interventions and personalized treatment strategies to improve patient outcomes.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.3389/fnagi.2025.1582687,"",,
rayyan-435288332,Lower non-invasive estimated Pmus predicts extubation failure in mechanically ventilated ICU patients.,,1,1,Journal of the Intensive Care Society,,,,,,,,,,"We evaluated whether non-invasive estimated inspiratory muscle pressure (Pmus) predicts extubation outcomes in ICU patients. Estimated Pmus, reflecting the pressure generated by respiratory muscles, was measured before and after the spontaneous breathing trial (SBT). Lower pre-SBT estimated Pmus (<4.1 cmH₂O) and post-SBT (<4.4 cmH₂O) were associated with extubation failure (AUC ≈ 0.73). P0.1 and dynamic transpulmonary pressure (PL,dyn) showed no significant association. Estimated Pmus offers a simple bedside method to assess inspiratory muscle strength and may help identify patients at risk of extubation failure. Further multicenter studies are needed to validate these findings.","RAYYAN-INCLUSION: {""daivd""=>""Excluded"", ""Alexander""=>""Excluded""}",10.1177/17511437251377989,"",,
rayyan-435288333,Prediction model and scoring system for in-hospital mortality risk in infants with heart failure aged 1-36 months: A retrospective case-control study.,,1,1,Heliyon,,,,,,,,,,"Existing studies report very few factors influencing the mortality of infant and toddler heart failure patients during hospitalization. Due to its high mortality rate, it is an important health issue. Therefore, this study aims to explore the factors influencing infant and toddler heart failure patients during hospitalization, establish predictive models, and a mortality scoring table. The study ultimately included 544 cases of infant heart failure patients. They were randomly divided into a training set (380 cases) and a validation set (164 cases) in a ratio of 7:3. The training set was then further divided into the death group and the survival group for further analysis of indicators during hospitalization. Using the Lasso regression method, this study selected the best 14 variables from 88 independent variables of infants and toddlers with heart failure. Multivariate Logistic regression results show that TP < 65 g/L (OR = 2.34), pH < 7.35 (OR = 2.79), and Respiratory rate (1-12 months: <30times/min and 13-36 months: <25times/min, OR = 2.34) are independent risk factors. The model evaluation results for the train and test sets of infant and toddler heart failure patients are as follows: C-index values for discrimination in the train and test sets are 0.721 and 0.728, respectively. Fit test calibration evaluations show P values of 0.9958 and 0.9998, both greater than 0.05, indicating good calibration. The AUC values for the train and test sets are 0.75 and 0.64, respectively, showing a good predictive effect of the model. The mortality scoring table divides patients in the train and test sets into low risk, moderate-risk, and high risk categories. Compared to the low risk group, the OR values for the occurrence of mortality in the Medium risk group and high risk group in the train set are 3.78 and 11.67, respectively; in the test set, the OR values for the moderate-risk group and high-risk group are 1.73 and 6.33, respectively. The predictive models and scoring tables established in this study have a good predictive role in assessing the risk of death in infant and toddler heart failure patients aged 1-36 months during hospitalization, providing clinical guidance and reference value.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.1016/j.heliyon.2025.e42110,"",,
rayyan-435288334,Does the SCOPE (Sclerosing Cholangitis Outcomes in PEdiatrics) index effectively predict later liver transplantation in children with sclerosing cholangitis?,,1,1,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,,,,,,,,,,"The SCOPE (Sclerosing Cholangitis Outcomes in Pediatrics) index was developed to provide the first pediatric prognostic score for primary sclerosing cholangitis (PSC), but its efficacy has yet to be confirmed. We aimed to assess its ability to predict liver transplantation (LT) over a 5-year follow-up. We retrospectively included PSC-diagnosed patients under 18 years of age from two European tertiary-care centers. The SCOPE index was calculated at diagnosis and at 1, 3, and 5 years post-diagnosis. The ability of the SCOPE index to predict LT was assessed using multivariate Cox regression and ROC curve analysis. Sixty patients were included. In transplanted patients, the mean SCOPE index at diagnosis was similar to non-transplanted patients, but significantly higher at 1, 3, and 5 years post-diagnosis (p < 0.001, p = 0.009, p = 0.006, respectively). Patients with overlapping autoimmune hepatitis (AIH) had higher SCOPE at diagnosis (p = 0.005), but this difference diminished over time. The SCOPE index was a significant predictor of LT at various time points (HRs: 1.32 to 3.44) and showed good-to-excellent discriminative power (AUC 0.87 at diagnosis; 0.97 at 1 year). The SCOPE index effectively predicts LT in pediatric PSC, with strong reliability over time. Coexisting AIH may affect score accuracy at diagnosis due to inflammation.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.1016/j.dld.2025.03.021,"",,
rayyan-435288335,Validation of MitraScore in diverse mitral regurgitation subtypes: Insights from the OCEAN-mitral registry.,,1,1,International journal of cardiology,,,,,,,,,,"MitraScore is a newly developed tool for predicting mortality risk in patients undergoing mitral transcatheter edge-to-edge repair (M-TEER). Although its performance has been demonstrated in a derivation study, external validation beyond functional mitral regurgitation (MR) remains limited. To externally validate the performance of MitraScore across diverse MR subtypes. Using the dataset from the OCEAN-Mitral registry, an ongoing multicenter study recruiting consecutive patients undergoing M-TEER, discrimination and calibration of MitraScore were assessed with Harrell's C-statistic and Gronnesby-Borgan goodness-of-fit tests, respectively. The primary outcome was all-cause mortality. Risk stratification was evaluated by classifying patients into low-risk (MitraScore: 0-2 points), moderate-risk (3-4 points), and high-risk (5-8 points) groups. In the entire population (n = 3745; age, 78.8 ± 9.6; female 45.1 %; median follow-up, 1.2 years), MitraScore showed moderate discrimination (C-statistic: 0.63) and good calibration (Chi-squared value: 2.86; P = 0.41) to predict mortality. Compared to MitraScore low-risk patients, moderate- (hazard ratio [HR], 1.92; 95 % confidence interval [CI], 1.59-2.33) and high-risk patients (HR, 4.16; 95 % CI, 3.25-5.33) showed significantly higher mortality risk. These performances were consistent in subgroup analyses of different etiologies of MR, anatomical features, and cases with hemodynamic instability. The addition of novel independent predictor, ""Clinical Frailty Scale ≥ 4 points"", improved the performance of conventional MitraScore, outperforming STS score, and EuroSCOREII. This was the largest external validation study for MitraScore, demonstrating moderate discrimination, good calibration, and effective risk stratification across diverse MR types. Frailty assessment enhances predictive value, although additional validation is required. (250/250).","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.1016/j.ijcard.2025.133427,"",,
rayyan-435288336,Bacteroides uniformis-generated hexadecanedioic acid ameliorates metabolic-associated fatty liver disease.,,1,1,Gut microbes,,,,,,,,,,"Gut microbiota exerts a pivotal influence on the development of Metabolic Associated Fatty Liver Disease (MAFLD), although the specific contributions of individual bacterial strains and their metabolites remain poorly defined. We conducted stool shotgun metagenomic sequencing and plasma untargeted metabolomics in a large prospective cohort comprising 120 MAFLD patients and 120 matched healthy controls. The mechanisms and microbial-derived metabolites involved in MAFLD were further investigated through multi-omics analyses in vitro and in vivo. Distinct differences were identified in both the microbial community structure and metabolomic profiles between MAFLD patients and healthy controls. Bacteroides uniformis (B. uniformis) was the most significantly depleted species in MAFLD and negatively correlated with hepatic steatosis and BMI. MAFLD was characterized by marked disruptions in fatty acid and amino acid metabolism. Combined analysis of metabolomic and metagenomic data achieved high diagnostic accuracy for MAFLD and hepatic steatosis severity (AUC = 0.93). Transplantation of fecal microbiota from MAFLD subjects into ABX mice led to the onset of MAFLD-like symptoms, whereas B. uniformis administration alleviate disease progression by inhibiting intestinal fat absorption, FFA from eWAT influx into liver via the gut-liver axis, and IRE1α-XBP1s-mediated flipogenesis and ferroptosis, as confirmed by hepatic transcriptomic and proteomic analyses. Hexadecanedioic acid (HDA), potentially identified as a key metabolite produced by B. uniformis, ameliorated MAFLD symptoms. Mechanistically, B. uniformis-derived HDA also inhibited fat absorption and transported, and entered the liver via the portal vein to suppress IRE1α-XBP1s-mediated flipogenesis and ferroptosis. B. uniformis and its potential putative metabolite HDA may contribute to MAFLD progression modulation, through regulation of the IRE1α-XBP1s axis. This study provides new insights into the gut-liver axis in MAFLD and offers promising therapeutic targets based on specific microbes and their metabolites.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.1080/19490976.2025.2508433,"",,
rayyan-435288337,Development and Validation of a 7-Day Postoperative Sleep Disturbance Predictive Nomogram in Non-Cardiovascular Surgical Patients: A Prospective Cohort Study of 3851 Adults.,,1,1,Nature and science of sleep,,,,,,,,,,"This prospective study developed and validated a nomogram to assess the likelihood of early postoperative sleep disturbance (PSD occurring within 7 days after surgery) following non-cardiovascular surgical procedures. The study enrolled 3851 patients receiving non-cardiac procedures recruited in the First Affiliated Hospital of USTC from April 2024 to December 2024. These 3851 patients were randomly allocated into training cohort (n=2682, 70%) and validation cohorts (n=1169, 30%). Variable selection was performed using least absolute shrinkage and selection operator (LASSO) regression, followed by logistic regression analyses (univariate and multivariate) to identify independent risk factors. Based on these identified factors, a prognostic nomogram was developed and underwent comprehensive validation, including receiver operating characteristic (ROC) curve assessment, calibration plotting, and decision curve analysis (DCA) to evaluate its discriminative performance and clinical applicability. About 37.7% of patients developed PSD within the first 7 postoperative days, with 12.1% persisting at 1 month after surgery. The analysis revealed ten independent PSD risk factors (all p < 0.05): female, higher ASA class (III), moderate-to-severe anemia, dissatisfaction with ward environment, anxiety, non-use of dexmedetomidine, older age, extended anesthesia time, lower sufentanil doses and higher postoperative NRS score. The nomogram incorporating these ten predictors demonstrated excellent discriminative performance, with AUC values of 0.826 (95% CI: 0.810-0.843) in the training cohort and 0.822 (95% CI: 0.797-0.847) in the validation cohort, complemented by optimal calibration. The prediction model incorporating ten routinely available clinical variables demonstrated excellent predictive accuracy and good calibration, highlighting its clinical utility in identifying short-term high-risk PSD patients (within 7 days postoperatively). This tool facilitates timely interventions to reduce PSD incidence and improve recovery outcomes.","RAYYAN-INCLUSION: {""daivd""=>""Included"", ""Alexander""=>""Included""}",10.2147/NSS.S536630,"",,
