"","title","doi"
"1158","Association between the postoperative glycemic variability and mortality after craniotomy: a retrospective cohort study and development of a mortality prediction model.","10.3389/fendo.2025.1613662"
"1159","Effect of CBC-Derived Inflammatory Indicators in Predicting Chronic Kidney Disease Risk in Hypertrophic Cardiomyopathy Patients.","10.3390/biomedicines13040997"
"1160","The Impact of CT Attenuation on Subsolid Pulmonary Nodule Detection With the Zero Echo Time MRI Technique.","10.1016/j.cllc.2025.10.006"
"1161","Machine Learning-Based Models for the Prediction of Postoperative Recurrence Risk in MVI-Negative HCC.","10.3390/biomedicines13102507"
"1162","Validation of GLIM criteria for diagnosis of malnutrition in stroke survivors.","10.3389/fnut.2025.1644840"
"1163","Advanced lung cancer inflammation index and short-term mortality in sepsis: a retrospective analysis.","10.3389/fnut.2025.1563311"
"1164","Clinical Value of Transcutaneous PCO2 in Free Flap Blood Supply.","10.3390/jcm14197112"
"1165","Primary exploration of cell-free DNA in the plasma of patients with parathyroid neoplasms using next-generation sequencing.","10.1186/s12935-025-03699-w"
"1166","Prediction of Diffuse High-Grade Glioma Survival Outcomes Using Preoperative Whole-Brain Tractography-Based Resectability Metrics.","10.1227/neu.0000000000003668"
"1167","Derivation of FAST CLOTS: A Multivariable Risk Assessment Model for Postoperative Venous Thromboembolism.","10.1016/j.jss.2025.03.069"
"1168","Fairness in Low Birthweight Predictive Models: Implications of Excluding Race/Ethnicity.","10.1007/s40615-025-02296-x"
"1169","A Real-World Evaluation of Clinical Prognostic Scores in Advanced Melanoma Treated with Immune Checkpoint Inhibitors.","10.3390/jcm14186452"
"1170","Machine Learning-Assisted Terahertz Metagrating Biosensor for Label-Free Bacterial Identification Based on Spectral Fingerprinting.","10.1021/acs.analchem.5c04115"
"1171","Relation knowledge distillation 3D-ResNet-based deep learning for breast cancer molecular subtypes prediction on ultrasound videos: a multicenter study.","10.1038/s41416-025-03146-7"
"1172","Construction and validation of nomogram to predict the frailty risk of senile stroke patients.","10.1016/j.gerinurse.2025.103477"
"1173","Correlation of plaque vulnerability stratified by Carotid Plaque-Reporting and Data System with outcomes of endarterectomy vs stenting.","10.1016/j.jvs.2025.06.004"
"1174","Explainable machine learning for predicting aspiration pneumonia after radiotherapy in oral cavity cancer.","10.1016/j.radonc.2025.111066"
"1175","The categorisation of the Short Warwick Edinburgh Mental Wellbeing Scale scores: an exploration from an epidemiological perspective.","10.3389/fpsyt.2025.1674009"
"1176","A noninvasive and highly efficient epigenetic predictive model for efficacy of the GOLP regimen in patients with intrahepatic cholangiocarcinoma.","10.1016/j.canlet.2025.217911"
"1177","Multi-fluid, multi-omics signatures of insulin resistance and incident type 2 diabetes among Puerto Rican adults.","10.3389/fendo.2025.1699656"
"1178","Gross hematuria in nonagenarians admitted to a urological ward: prevalence, predictors, and outcomes.","10.1007/s00345-025-05975-w"
"1179","Development and validation of a fall risk assessment scale for hospitalized cancer patients undergoing chemotherapy.","10.1186/s12912-025-04157-8"
"1180","Improving differentiation of hemorrhagic brain metastases from non-neoplastic hematomas using radiomics and clinical feature fusion.","10.1007/s00234-025-03590-5"
"1181","Portable cerebral blood flow monitor to detect large vessel occlusion in patients with suspected stroke.","10.1136/jnis-2024-021536"
"1182","The Predictive Validity of the Danger Assessment for Immigrant Women (DA-I).","10.1177/10778012251391128"
"1183","Exterior traits of milk-deprived and milk-fed calves as indicators for body condition or nutritional status.","10.3168/jds.2025-27130"
"1184","Predicting treatment-seeking status for alcohol use disorder using polygenic scores and machine learning in a deeply-phenotyped sample.","10.1016/j.drugalcdep.2025.112797"
"1185","Intraoperative dexmedetomidine use associated with prolonged postanesthesia care unit recovery time after lung resection: a retrospective cohort study.","10.3389/fphar.2025.1649139"
"1186","A deep-learning model to predict the completeness of cytoreductive surgery in colorectal cancer with peritoneal metastasis☆.","10.1016/j.ejso.2025.109760"
"1187","Deciphering risk factors for severe postherpetic neuralgia in patients with herpes zoster: an interpretable machine learning approach.","10.1136/rapm-2024-106003"
"1188","Assessing severe pneumonia risk in children via clinical prognostic model based on laboratory markers.","10.1016/j.intimp.2025.114317"
"1189","Breast density assessment via quantitative sound-speed measurement using conventional ultrasound transducers.","10.1007/s00330-024-11335-w"
"1190","Analysis of gene mutation spectrum for early-onset high myopia based on whole-exome sequencing.","10.1136/bjo-2025-327552"
"1191","Combination of Serum Neurofilament Light Chain and Serum Cardiac Troponin T as Biomarkers Improves Diagnostic Accuracy in Amyotrophic Lateral Sclerosis.","10.1002/ana.78066"
"1192","Personalized baseline and residual TMTV influence treatment response and outcomes in relapsed/refractory lymphomas: results from the GATA study.","10.1007/s00259-025-07154-w"
"1193","Prevalence and Factors Associated with Insomnia Among Chronic Disease Patients in Bangladesh: A Machine Learning Study.","10.2147/NSS.S547335"
"1194","The role of 18F-fluorodeoxyglucose positron emission tomography/computed tomography-derived parameters as prognostic factors in patients undergoing resection for pancreatic ductal adenocarcinoma.","10.1016/j.surg.2025.109271"
"1195","A higher preoperative total protein to albumin ratio independently predicted more severe postoperative acute kidney injury in patients with acute type A aortic dissection: a retrospective cohort study of 224 cases.","10.3389/fcvm.2025.1562388"
"1196","Synovial Fluid MicroRNA Biomarkers Enable Accurate Diagnosis of Hip and Knee Periprosthetic Joint Infections.","10.2106/JBJS.24.01559"
"1197","Development and validation of a radiologically-based nomogram for preoperative prediction of difficult laparoscopic cholecystectomy.","10.3389/fmed.2025.1561769"
"1198","MRI histogram and Visually AcceSAble Rembrandt Images features nomogram to predict PD-L1 levels in glioblastoma.","10.1007/s10143-025-03528-8"
"1199","Establishment and validation of a risk prediction model for urinary tract infection in elderly patients with type 2 diabetes mellitus.","10.3389/fendo.2025.1557185"
"1200","Explainable Deep Learning to Predict Kelp Geographical Origin from Volatile Organic Compound Analysis.","10.3390/foods14071269"
"1201","Major cardiovascular event or death risk in obstructive sleep apnoea and the effect of positive airway pressure.","10.1183/13993003.00519-2025"
"1202","HyperACP: A cutting-edge hybrid framework for anticancer peptide classification via scalable feature extraction and adaptive neighbor-based synthesis.","10.1371/journal.pcbi.1013489"
"1203","Detection of Ocular Surface Squamous Neoplasia Using Artificial Intelligence With Anterior Segment Optical Coherence Tomography.","10.1016/j.ajo.2025.02.019"
"1204","Prediction Model for Same-Day Discharge in Robotic-Assisted Radical Laparoscopic Prostatectomy.","10.1177/08927790251387357"
"1205","Analyzing factors influencing hospitalization costs for five common cancers in China using neural network models.","10.1080/13696998.2025.2494459"
"1206","Ki-67 as a Predictor of Metastasis in Adrenocortical Carcinoma: Artificial Intelligence Insights from Retrospective Imaging Data.","10.3390/jcm14144829"
"1207","Integrative Diagnostic Model Combining Urinary Biomarkers and Clinical Parameters to Improve Diagnostic Performance in Interstitial Cystitis/Bladder Pain Syndrome.","10.1016/j.euros.2025.10.021"
"1208","Predicting six-month mortality in adult hemophagocytic lymphohistiocytosis with machine learning: a prognostic approach utilizing laboratory data.","10.1080/07853890.2025.2566869"
"1209","Dynamic machine learning models for predicting cesarean delivery risk in women with no prior cesarean delivery: A retrospective nationwide cohort analysis.","10.1002/ijgo.70234"
"1210","Calculation of Regurgitant Volume Using Echocardiographic Volumetric Method for Accurate Diagnosis of Severe Mitral Regurgitation.","10.1016/j.echo.2025.02.012"
"1211","Protective role of olfactomedin 4 gene polymorphisms in preterm neonates with sepsis.","10.1016/j.earlhumdev.2025.106223"
"1212","Predictive value of shear wave elastography and molecular subtypes for postoperative efficacy in patients with early breast cancer.","10.1080/07853890.2025.2544879"
"1213","The reliability and validity of the Swedish translation of the Vertigo Symptom Scale - short form in a cohort with acute vestibular syndrome.","10.1080/07853890.2025.2457517"
"1214","One-shot learning for generalization in medical image classification across modalities.","10.1016/j.compmedimag.2025.102507"
"1215","Development and validation of a nomogram to predict atelectasis in adult lymph node fistula tracheobronchial tuberculosis patients.","10.3389/fmed.2025.1637007"
"1216","Population stratification using MASLD polygenic risk score improves severe liver disease prediction by clinical fibrosis scores.","10.1016/j.dld.2025.06.016"
"1217","Machine learning enables high-throughput, low-replicate screening for novel anti-seizure targets and compounds using combined movement and calcium fluorescence in larval zebrafish.","10.1016/j.ejphar.2025.177327"
"1218","Vision transformer-based stratification of pre/diabetic and pre/hypertensive patients from retinal photographs for 3PM applications.","10.1007/s13167-025-00412-9"
"1219","Integrated machine learning analysis of 30 cell death patterns identifies a novel prognostic signature in glioma.","10.3389/fcell.2025.1677290"
"1220","RURUS SURYAWAN Score: A Novel Scoring System to Predict 30-Day Mortality for Acute Myocardial Infarction Undergoing Primary Percutaneous Coronary Intervention.","10.3390/jcm14051716"
"1221","Prediction of immunotherapy response in nasopharyngeal carcinoma: a comparative study using MRI-based radiomics signature and programmed cell death ligand 1 expression score.","10.1007/s00330-025-11350-5"
"1222","OvaRePred (HerTempo): an enhanced ovarian aging clock for personalized reserve assessment, endocrine age modeling, and predicting reproductive milestones across the female lifecycle.","10.3389/fendo.2025.1658068"
"1223","Risk factors for hematuria during indwelling urinary catheterization in acute myocardial infarction: a comparative analysis using logistic regression and decision tree.","10.3389/fcvm.2025.1597796"
"1224","Simplified assessment of upper limb dysfunction after stroke: decision tree analysis based on the International Classification of Functioning, Disability and Health.","10.23736/S1973-9087.25.08976-2"
"1225","Bi-parametric MRI-based quantification radiomics model for the noninvasive prediction of histopathology and biochemical recurrence after prostate cancer surgery: a multicenter study.","10.1007/s00261-025-04873-4"
"1226","AI-based personalized real-time risk prediction for behavioral management in psychiatric wards using multimodal data.","10.1016/j.ijmedinf.2025.105870"
"1227","Imaging and plasma biomarkers for pathological accumulation in Down syndrome.","10.1093/brain/awaf418"
"1228","Construction of a visual nomogram prediction model for post-traumatic stress disorder in mothers of very low birth weight infants.","10.3389/fpsyt.2025.1550267"
"1229","Predictive value of the stone-free rate after percutaneous nephrolithotomy based on multiple machine learning models.","10.3389/fmed.2025.1559613"
"1230","Contrast-enhanced ultrasound for diagnosing subtypes of intrahepatic cholangiocarcinoma: a comparative study with poorly differentiated hepatocellular carcinoma.","10.1186/s40644-025-00923-8"
"1231","Stage prediction of acute kidney injury in sepsis patients using explainable machine learning approaches.","10.3389/fmed.2025.1667488"
"1232","Exploring the Association Between Triglyceride-Glucose Indices and Their Derivatives With Obstructive Sleep Apnea: Insights From the National Health and Nutrition Examination Survey.","10.2147/NSS.S487596"
"1233","Sex-Specific Prognostic Differences Between CACS and Lp(a) in Atherosclerotic Cardiovascular Disease Events: The MESA Study.","10.1161/CIRCIMAGING.125.018413"
"1234","A Novel Machine Learning Model for Predicting Natural Conception Using Non-Laboratory-Based Data.","10.1007/s43032-025-01927-2"
"1235","Predicting surgical difficulty in robotic liver resection: applicability of laparoscopic scores.","10.1016/j.hpb.2025.12.007"
"1236","Prognostic value of TAPSE in patients with septic cardiomyopathy: a retrospective observational cohort study.","10.3389/fmed.2025.1632964"
"1237","pTRACK-generated normalised average T2 signal intensity and fistula volume are accurate and sensitive measures of perianal crohn's disease activity.","10.1093/bjr/tqaf263"
"1238","Identification of genomic alteration and prognosis using pathomics-based artificial intelligence in oral leukoplakia and head and neck squamous cell carcinoma: a multicenter experimental study.","10.1097/JS9.0000000000002077"
"1239","Development and validation of a CT-based radiomics machine learning model for differentiating immune-related interstitial pneumonia.","10.1016/j.intimp.2025.114681"
"1240","Predicting postoperative complications after pneumonectomy using machine learning: a 10-year study.","10.1080/07853890.2025.2487636"
"1241","A compact encoding of the genome suitable for machine learning prediction of traits and genetic risk scores.","10.1186/s13040-025-00459-4"
"1242","The influence of the relative deltoid moment arm on active motion in patients with massive cuff tears.","10.1016/j.jse.2025.03.001"
"1243","Stratifying Endoscopic Submucosal Dissection Risks: A Validated Perforation Preoperative Risk Scoring Tool.","10.1097/SLA.0000000000006838"
"1244","Association of a modified body shape index with cognitive impairment in middle-aged and elderly Chinese adults: a cross-sectional analysis from CHARLS.","10.3389/fnut.2025.1589898"
"1245","Comparative analysis of the correlation between paraspinal muscles fat infiltration and vertebral bone quality in patients with lumbar degenerative diseases.","10.1007/s00586-025-09142-y"
"1246","Development of Patient-Specific Nomogram to Assist in Clinical Decision-Making for Single Port Versus Multi-Port Robotic Partial Nephrectomy: A Report from the Single Port Advanced Robotic Consortium.","10.1089/end.2024.0547"
"1247","Development and validation of an interpretable machine learning model for diagnosing pathologic complete response in breast cancer.","10.1016/j.cmpb.2025.108803"
"1248","TET2 gene mutation status associated with poor prognosis of transition zone prostate cancer: a retrospective cohort study based on whole exome sequencing and machine learning models.","10.3389/fendo.2025.1568665"
"1249","Prognostic value of immune infiltration in colorectal cancer: Development of a histopathology-related immunoscore via multiplexed immunohistochemistry.","10.1016/j.surg.2025.109350"
"1250","Longitudinal changes in tumor morphology and body composition following neoadjuvant chemotherapy predict progression-free survival in adenocarcinoma of the esophagogastric junction: A multi-center study.","10.1016/j.ejrad.2025.112461"
"1251","Distinctive lymph node metastasis characteristics and predictive model for young oral squamous cell carcinoma patients under 30.","10.1016/j.jcms.2025.04.016"
"1252","Integration of mitral regurgitant fraction with routine echocardiographic variables in assessment of myxomatous mitral valve disease.","10.1016/j.jvc.2025.11.004"
"1253","Utility of the combination of IVIM-DWI MRI and baseline eGFR for identifying a high risk of chronic kidney disease progression.","10.3389/fmed.2025.1532210"
"1254","Multiparametric MRI Including T1ρ Mapping for Hepatic Fibrosis Assessment in Preclinical Models of Steatotic Liver Disease.","10.1097/RLI.0000000000001193"
"1255","Charred or fragmented, yet comparable: Quantifying dental surface dissimilarity across teeth, jaws, and heat exposure.","10.1016/j.forsciint.2025.112577"
"1256","Risk factors and predictive model for postoperative cerebrospinal fluid leakage following endoscopic endonasal pituitary adenoma surgery: a retrospective study focusing on pneumocephalus and sellar floor bony window.","10.3389/fendo.2025.1695573"
"1257","Deep Learning Model Based on Dual-energy CT for Assessing Cervical Lymph Node Metastasis in Oral Squamous Cell Carcinoma.","10.1016/j.acra.2025.06.020"
"1258","A novel nomogram incorporating time-to-event modeling for predicting postoperative delirium in cardiac surgery patients.","10.1016/j.genhosppsych.2025.08.005"
"1259","New wearable cardiac acoustic monitoring technology for evaluation of subclinical leaflet thrombosis after transcatheter aortic valve replacement.","10.1136/heartjnl-2024-324698"
"1260","Development of a predictive nomogram for post-liver transplantation complications using clinical parameters and liver stiffness measured by sound touch elastography.","10.1080/07853890.2025.2564928"
"1261","Development and validation of a novel predictive model for postpancreatectomy hemorrhage using lasso-logistic regression: an international multicenter observational study of 9631 pancreatectomy patients.","10.1097/JS9.0000000000001883"
"1262","Automated detection of pediatric congenital heart disease from phonocardiograms using deep and handcrafted feature fusion.","10.1016/j.compbiomed.2025.110993"
"1263","Construction and validation of a regularized logistic regression model for predicting late recurrence after ablation in persistent atrial fibrillation: a clinical parameter approach.","10.3389/fcvm.2025.1713560"
"1264","Metabolic and proteomic signatures differentiate inflammatory phenotypes from cancer and predict treatment response in patient sera.","10.1002/btm2.70029"
"1265","Enhanced Detection of Prostate Cancer Lesions on Biparametric MRI Using Artificial Intelligence: A Multicenter, Fully-crossed, Multi-reader Multi-case Trial.","10.1016/j.acra.2025.06.038"
"1266","Markers of Left Atrial Myopathy: Prognostic Usefulness for Ischemic Stroke and Dementia in People in Sinus Rhythm.","10.1161/STROKEAHA.124.047747"
"1267","Machine learning-based models to predict type 2 diabetes combined with coronary heart disease and feature analysis-based on interpretable SHAP.","10.1007/s00592-025-02496-1"
"1268","The virtual doctor prescribing the future: Diagnostics with interactive clinical decision support.","10.1016/j.compbiomed.2025.110968"
"1269","Plasma-based untargeted metabolomics reveals potential biomarkers for screening and distinguishing of ovarian tumors.","10.1016/j.cca.2025.120246"
"1270","Predicting radiation pneumonitis in lung cancer patients using robust 4DCT-ventilation and perfusion imaging.","10.1016/j.radonc.2025.111110"
"1271","A Novel Risk Prediction Model for Hepatocellular Carcinoma in MASLD: A Multinational, Multicenter Cohort Study.","10.1016/j.cgh.2025.06.025"
"1272","Development of a warning model for drug-induced liver injury in the older patients.","10.3389/fphar.2025.1603089"
"1273","Towards a Definition of Physiologic Vulnerability in Pediatric Spine Surgery: Identification of Key Risk Factors in a Cohort Study of Children With Neuromuscular Disease Undergoing Spinal Fusion.","10.1177/21925682251344928"
"1274","Early mortality in patients with acute ischemic stroke after endovascular stroke therapy.","10.1136/jnis-2025-023517"
"1275","Which adiposity index is best? Comparison of five indicators and their ability to identify type 2 diabetes risk in a population study.","10.1016/j.diabres.2025.112268"
"1276","Identification of Key Fatty Acid Metabolism-Related Genes in Alzheimer's Disease.","10.1007/s12035-025-04857-x"
"1277","Leveraging Deep Learning, Grid Search, and Bayesian Networks to Predict Distant Recurrence of Breast Cancer.","10.3390/cancers17152515"
"1278","Association between relative fat mass and osteoarthritis in American adults.","10.3389/fnut.2025.1610950"
"1279","A composite index for predicting improvement of mitral regurgitation in patients with multivalvular heart disease after transcatheter aortic valve replacement.","10.3389/fcvm.2025.1679115"
"1280","Incidence, Risk Factors, and Prediction Model of Parastomal Hernia After Abdominoperineal Resection for Rectal Cancer.","10.1002/wjs.70071"
"1281","Psychometric properties of the short mood and feelings scale among Chinese adolescents using item response theory.","10.3389/fpsyt.2025.1561728"
"1282","Machine Learning-Based Classification of White Matter Functional Changes in Stroke Patients Using Resting-State fMRI.","10.1007/s10548-025-01138-7"
"1283","Combination Between Biomarkers and Echocardiographic Data for Prediction of Left Ventricular Reverse Remodelling in Cardiac Resynchronization Therapy.","10.3390/jcm14103496"
"1284","Predictive Factors for Adverse Cardiac Events and Mortality in Patients with Hypertrophic Cardiomyopathy.","10.3390/jcm14103546"
"1285","Prospective cohort study to validate esophageal dose constraints and predictive models for esophagitis in patients with breast cancer undergoing hypofractionated regional nodal radiotherapy.","10.1016/j.radonc.2025.111120"
"1286","Nuclear magnetic resonance-based metabolomics and risk of pancreatic cancer: a prospective analysis in the UK Biobank.","10.1007/s00535-025-02237-9"
"1287","A retrospective study on a nomogram combining clinical and ultrasound parameters for differentiating solitary parathyroid adenoma from carcinoma or atypical tumors.","10.3389/fendo.2025.1538361"
"1288","Prediction of etiology and prognosis based on hematoma location of spontaneous intracerebral hemorrhage: a multicenter diagnostic study.","10.1007/s00234-025-03661-7"
"1289","Utilizing deep learning to predict Alzheimer's disease and mild cognitive impairment with optical coherence tomography.","10.1002/dad2.70041"
"1290","Clinical-genomic nomogram for predicting sensitivity to second-line immunotherapy for advanced non-small cell lung cancer.","10.21037/tlcr-2024-1249"
"1291","Pulse-Echo Imaging of Breast Speed of Sound as a Potential Biomarker for Breast Cancer.","10.1016/j.ultrasmedbio.2025.07.002"
"1292","Ag+/Hg2+-Controlled Programmable DNA Nanostructures Enable Tumor Liquid Biopsy by Mass Spectrometry Simultaneous Sensing of Multiple Circulating Tumor DNAs.","10.1021/acs.analchem.5c05543"
"1293","A LODDS-based nomogram for overall and cancer-specific survival in stage III-IV gastric signet ring cell carcinoma.","10.3389/fmolb.2025.1600626"
"1294","A Machine Learning and Bayesian Belief Network Approach to Predicting Cervical Cancer Risk: Implications for Risk Management.","10.2147/JMDH.S524132"
"1295","Machine learning-integrated droplet microfluidic system for accurate quantification and classification of microplastics.","10.1016/j.watres.2025.123161"
"1296","External validation of a predictive model for post-treatment persistent disease by 131I whole-body scintigraphy in patients with differentiated thyroid cancer.","10.1007/s00259-025-07124-2"
"1297","Diagnostic model for distinguishing fresh or old osteoporotic vertebral compression fractures based on modified computed tomography window: a retrospective cohort study.","10.1007/s00586-025-08923-9"
"1298","AI-Assisted 3D Planning of CT Parameters for Personalized Femoral Prosthesis Selection in Total Hip Arthroplasty.","10.2147/TCRM.S521755"
"1299","Development and validation of an AMR-based predictive model for post-PCI contrast-induced nephropathy in patients with acute ST-segment elevation myocardial infarction.","10.3389/fcvm.2025.1552762"
"1300","Preoperative hemorrhagic risk stratification in pediatric moyamoya disease: a multi-institutional propensity score-matched analysis.","10.1097/JS9.0000000000002677"
"1301","Time-of-flight camera achieves high diagnostic accuracy in adolescent idiopathic scoliosis: a promising radiation-free alternative to radiography.","10.3389/fbioe.2025.1629872"
"1302","Ultrasound shear wave viscoelastic imaging combined with shear wave elastography for characterization of focal liver lesions.","10.1016/j.jbiomech.2025.113073"
"1303","Diagnostic performance of plasma pTau217/Aβ42 ratio and a three-zone threshold model for Alzheimer's disease.","10.1016/j.neurobiolaging.2025.12.005"
"1304","Nomogram for Predicting Postoperative Major Bleeding in Percutaneous Nephrolithotomy: A Retrospective Study.","10.1016/j.euros.2025.07.001"
"1305","Development and validation of a novel clinical risk score to predict hypoxaemia in children with pneumonia using the WHO PREPARE dataset.","10.1136/bmjgh-2024-017256"
"1306","Sex-specific optimal cut-off points for metabolic health indicators to predict incident type 2 diabetes mellitus.","10.1016/j.numecd.2025.103963"
"1307","The Compounded Risk of Maternal Anemia and Preeclampsia: Neonatal Outcomes and Predictive Modeling in a Low-Resource Tertiary Center.","10.3390/jcm14145051"
"1308","A Nomogram to Predict Mortality in Patients With Severe Oral and Maxillofacial Space Infections.","10.1111/odi.15256"
"1309","Are Pediatric early warning scores reliable in malnourished children? A prospective validation study in a resource-limited ED.","10.1016/j.ajem.2025.07.036"
"1310","Development and Validation of Comorbidity Severity Adjustment Methods in Mortality Models for Acute Cerebrovascular Disease Using Survival and Machine Learning Analyses.","10.3390/jcm14103281"
"1311","Evaluation of the Voice and Communication Situation Questionnaire Developed With and for Transgender and Gender-Diverse People Presumed Female at Birth.","10.1044/2025_JSLHR-25-00285"
"1312","AUCPro: AUC-Oriented Provable Robustness Learning.","10.1109/TPAMI.2025.3545639"
"1313","In-Hospital Mortality Prediction among Intensive Care Unit Patients with Acute Ischemic Stroke: A Machine Learning Approach.","10.34133/hds.0179"
"1314","Comparison of multiple machine learning methods for predicting postoperative hyperglycemia in patients without diabetes undergoing cardiac surgery.","10.3389/fcvm.2025.1699809"
"1315","Predicting mortality and short-term outcomes of continuous kidney replacement therapies in neonates and infants.","10.1093/ndt/gfaf173"
"1316","Decreased Serum and Tissue Levels of Isthmin-1 in Patients With Idiopathic Granulomatous Mastitis: A Case-Control Study.","10.1155/jimr/6368073"
"1317","Cardiometabolic multimorbidity in relation to the metabolic score for insulin resistance and creatinine-to-cystatin C ratio in a middle-aged and aged population.","10.3389/fendo.2025.1694959"
"1318","Risk Stratification Prediction of Endometrial Cancer Using Microstructural Mapping Based on Time-Dependent Diffusion MRI.","10.1111/cas.70036"
"1319","The predictive value of 18F-FDG PET/CT radiomics for pleural invasion in non-small cell lung cancer.","10.1016/j.ejrad.2025.112199"
"1320","Prioritizing Patient Selection in Clinical Trials: A Machine Learning Algorithm for Dynamic Prediction of In-Hospital Mortality for ICU Admitted Patients Using Repeated Measurement Data.","10.3390/jcm14020612"
"1321","Incidence of Ectopic Pregnancy and Diagnostic Accuracy of Ectopic Pregnancy Screening Criteria Among People Seeking Versus Not Seeking Abortion: A Retrospective Case-Control Study.","10.1016/j.whi.2025.08.006"
"1322","Nomogram Model for Identifying the Risk of Coronary Heart Disease in Patients with Chronic Obstructive Pulmonary Disease Based on Deep Learning Radiomics and Clinical Data: A Multicenter Study.","10.2147/COPD.S539307"
"1323","Insights into the diagnostic and prognostic value of paraoxonase 1-related variables and inflammatory markers in community-acquired pneumonia.","10.1016/j.cbi.2025.111606"
"1324","Association between triglyceride-glucose index and risk of acute kidney injury in patients with aneurysmal subarachnoid hemorrhage.","10.1007/s00701-025-06533-4"
"1325","Sex-specific associations of the controlling nutritional status score with diabetic kidney disease among Chinese individuals: a retrospective cross-sectional study.","10.3389/fnut.2025.1662140"
"1326","New-onset disability risk prediction model for chronic respiratory disease patients: the first longitudinal evidence from CHARLS.","10.3389/fmed.2025.1545387"
"1327","Preoperative risk score for 90-day mortality after major liver resection.","10.1016/j.gassur.2025.102064"
"1328","Optimized prediction of diabetes complications using ensemble learning with Bayesian optimization: a cost-efficient laboratory-based approach.","10.3389/fendo.2025.1593068"
"1329","Development and validation of a recombinant Rap1-based lateral flow immunoassay for rapid serodiagnosis of bovine babesiosis in Kazakhstan.","10.14202/vetworld.2025.1881-1890"
"1330","Development and validation of a convenient dementia risk prediction tool for diabetic population: A large and longitudinal machine learning cohort study.","10.1016/j.jad.2025.03.135"
"1331","Genetic analysis of alcohol use disorder: GWAS of alcohol use disorders identification test (AUDIT) and polygenic risk scores in an east slavic population.","10.1016/j.drugalcdep.2025.112713"
"1332","Longitudinal Changes in Peritoneal Transport and Their Impact on Dialysis Outcomes: A Machine Learning Approach Integrating Clinical and Biomarker Data.","10.1159/000545943"
"1333","Radiomic Profiling of Tumor Thrombus for Predicting Recurrence in Renal Cell Carcinoma.","10.1016/j.euros.2025.06.005"
"1334","A biological phenotype of suicide attempt in adolescents with nonsuicidal self-injury: a machine-based learning approach.","10.1038/s41386-025-02176-2"
"1335","Risk Stratification for Trial Enrichment Considering Loco-Regional Failure in Head and Neck Cancer: UICC8 Versus Purpose-Built Failure-Type Specific Risk Prediction Model.","10.1002/hed.28085"
"1336","An Ultrasound-Based Machine Learning Model for Differentiating IgG4-Related Sialadenitis and Primary Sjögren's Syndrome.","10.1016/j.identj.2025.104011"
"1337","Precision Enhanced Bioactivity Prediction of Tyrosine Kinase Inhibitors by Integrating Deep Learning and Molecular Fingerprints Towards Cost-Effective and Targeted Cancer Therapy.","10.3390/ph18070975"
"1338","Exploring the effect of hsa-miR-19b-3p on IL-1R1 expression and serum levels in alopecia areata.","10.1007/s00403-024-03788-2"
"1339","Non-high density lipoprotein cholesterol/high density lipoprotein cholesterol is L-shaped associated with all-cause mortality and U-shaped with cardiovascular mortality in hypertensive patients.","10.3389/fendo.2025.1490229"
"1340","Evaluating sex-specific prediction models for colorectal cancer risk using a genome-wide polygenic risk score and lifestyle factors in a Japanese population.","10.1016/j.canep.2025.102878"
"1341","The role of ceus in the characterization of indeterminate focal liver lesions at second-level imaging methods (INFOLIL STUDY).","10.1007/s11739-025-04210-z"
"1342","Development and validation of a prediction model of frailty risk in community-dwelling older adults: From a national longitudinal survey.","10.1016/j.puhe.2024.12.055"
"1343","Internal validation strategy for high dimensional prognosis model: A simulation study and application to transcriptomic in head and neck tumors.","10.1016/j.csbj.2025.08.035"
"1344","Predicting incident cardio-metabolic disease among persons with and without depressive and anxiety disorders: a machine learning approach.","10.1007/s00127-025-02857-9"
"1345","A Nomogram for Prediction of Weight Loss Outcomes after Bariatric Surgery.","10.1007/s11695-025-08100-3"
"1346","Electrocardiographic-Driven artificial intelligence Model: A new approach to predicting One-Year mortality in heart failure with reduced ejection fraction patients.","10.1016/j.ijmedinf.2025.105843"
"1347","Detection of arterial remodeling using epicardial adipose tissue assessment from CT calcium scoring scan.","10.3389/fcvm.2025.1543816"
"1348","Dynamic facial expression recognition deficits in schizophrenia: A classification study.","10.1016/j.ajp.2025.104738"
"1349","Integrating metabolomics, proteomics, and traditional risk factors to predict sleep disorders and elucidate potential biological pathways.","10.1016/j.jad.2025.119784"
"1350","Quantification of Intratumoral Heterogeneity Based on Habitat Analysis for Preoperative Assessment of Lymphovascular Invasion in Colorectal Cancer.","10.1016/j.acra.2025.03.014"
"1351","Complete blood count-derived biomarkers as indicators of systemic lupus erythematosus activity: a cross-sectional comparative study.","10.1136/lupus-2025-001795"
"1352","A Deep Learning Model Integrating Clinical and MRI Features Improves Risk Stratification and Reduces Unnecessary Biopsies in Men with Suspected Prostate Cancer.","10.3390/cancers17132257"
"1353","Prognostic Factors and Clinical Prediction Score for Progressive Respiratory Failure in Severe COVID-19 Pneumonia Patients Treated with Tocilizumab: A Multicenter Study.","10.2147/TCRM.S567679"
"1354","Bellmunt risk score enables survival prediction in men with metastatic castration resistant prostate cancer (mCRPC) undergoing PSMA-targeted radioligand therapy (LUMEN).","10.1007/s00259-025-07492-9"
"1355","Validation of a Novel Magnetic Resonance Imaging Biomarker of Infarct Severity to Predict Functional Outcome After Endovascular Thrombectomy.","10.1161/STROKEAHA.124.050508"
