"","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"7064","10_1007_s00432-025-06365-w",3,"3",522,"development","prognostic",0.92,0.8914,0.9567,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2C","no"
"7065","10_1007_s00431-024-05934-4",4,"1",115,"development","diagnostic",0.83,0.68,0.97,83,NA,NA,65,NA,NA,"yes",NA,"Figure 2","no"
"7066","10_1007_s00431-024-05934-4",4,"2",115,"development","diagnostic",0.78,0.63,0.93,83,NA,NA,66,NA,NA,"yes",NA,"Figure 3","no"
"7067","10_1007_s00431-025-06017-8",5,"1",75,"development","prognostic",0.7,NA,NA,70.4,NA,NA,50,NA,NA,"yes","blue","Figure 1","no"
"7068","10_1007_s00431-025-06017-8",5,"2",75,"development","prognostic",0.64,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 1","no"
"7069","10_1007_s00464-025-11725-1",1,"1",180,"development","diagnostic",0.908,0.857,0.958,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3A","no"
"7070","10_1007_s00464-025-11725-1",1,"2",75,"internal validation","diagnostic",0.888,0.81,0.965,NA,NA,NA,NA,NA,NA,"yes","red","Figure 3B","no"
"7071","10_1007_s00464-025-11859-2",2,"1",101,"development","diagnostic",0.698,0.53,0.865,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"7072","10_1007_s00464-025-11859-2",2,"2",101,"development","diagnostic",0.64,0.475,0.806,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"7073","10_1007_s00464-025-11859-2",2,"3",101,"development","diagnostic",0.545,0.393,0.697,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"7074","10_1007_s00464-025-11859-2",2,"4",101,"development","diagnostic",0.559,0.415,0.702,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"7075","10_1007_s00464-025-11859-2",2,"5",101,"development","diagnostic",0.609,0.422,0.795,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"7076","10_1007_s00464-025-12101-9",3,"1",496,"development","diagnostic",0.796,0.759,0.833,69.3,NA,NA,73.7,NA,NA,"yes","could not determine","Figure 5A","no"
"7077","10_1007_s00464-025-12101-9",3,"2",212,"internal validation","diagnostic",0.805,0.749,0.861,70.7,NA,NA,74.2,NA,NA,"yes","could not determine","Figure 5B","no"
"7078","10_1007_s00464-025-12101-9",3,"3",416,"external validation","diagnostic",0.811,0.771,0.85,67.3,NA,NA,78.7,NA,NA,"yes","could not determine","Figure 5C","no"
"7079","10_1007_s00464-024-11473-8",4,"2",226,"internal validation","diagnostic",0.76,0.678,0.841,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7080","10_1007_s00464-024-11473-8",4,"3",101,"external validation","diagnostic",0.89,0.814,0.965,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"7081","10_1007_s00464-025-11596-6",5,"1",2312,"development","prognostic",0.837,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"7082","10_1007_s00464-025-11596-6",5,"2",993,"internal validation","prognostic",0.835,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3B","no"
"7083","10_1007_s00464-025-11596-6",5,"3",307,"external validation","prognostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"7084","10_1007_s00464-025-11596-6",5,"4",2312,"development","prognostic",0.834,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"7085","10_1007_s00464-025-11596-6",5,"5",993,"internal validation","prognostic",0.837,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3E","no"
"7086","10_1007_s00464-025-11596-6",5,"6",307,"external validation","prognostic",0.758,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3F","no"
"7087","10_1007_s00467-025-07055-y",2,"1",102,"development","prognostic",0.703,0.591,0.815,61.8,NA,NA,79.4,NA,NA,"yes","blue","Figure 2","no"
"7088","10_1007_s00467-025-07055-y",2,"2",102,"development","prognostic",0.66,0.544,0.773,54.1,NA,NA,76.9,NA,NA,"yes","red","Figure 2","no"
"7089","10_1007_s00467-025-07055-y",2,"3",102,"development","prognostic",0.574,0.454,0.693,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"7090","10_1007_s00467-025-07055-y",2,"4",102,"development","prognostic",0.55,0.431,0.669,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"7091","10_1007_s00467-025-07055-y",2,"5",102,"development","prognostic",0.545,0.426,0.665,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"7092","10_1007_s00467-025-07055-y",2,"6",102,"development","prognostic",0.56,0.44,0.68,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"7093","10_1007_s00520-025-09580-w",3,"1",432,"development","prognostic",0.67,0.59,0.74,NA,NA,NA,NA,NA,NA,"yes",NA,"Supplementary Figure","no"
"7094","10_1007_s00464-025-12408-7",4,"1",1803,"development","prognostic",0.765,0.734,0.807,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7095","10_1007_s00464-025-12408-7",4,"2",1803,"development","prognostic",0.787,0.735,0.806,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7096","10_1007_s00464-025-12408-7",4,"3",1803,"development","prognostic",0.778,0.732,0.808,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7097","10_1007_s00464-025-12408-7",4,"4",1803,"development","prognostic",0.769,0.741,0.81,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7098","10_1007_s00464-025-12408-7",4,"5",1803,"development","prognostic",0.79,0.74,0.809,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7099","10_1007_s00464-025-12408-7",4,"6",1803,"development","prognostic",0.791,0.736,0.81,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7100","10_1007_s00464-025-12408-7",4,"7",1803,"development","prognostic",0.765,0.734,0.802,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7101","10_1007_s00464-025-12408-7",4,"8",1803,"development","prognostic",0.779,0.735,0.801,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7102","10_1007_s00464-025-12408-7",4,"9",1803,"development","prognostic",0.767,0.731,0.803,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7103","10_1007_s00464-025-12408-7",4,"10",1803,"development","prognostic",0.715,0.68,0.756,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7104","10_1007_s00464-025-12408-7",4,"11",1803,"development","prognostic",0.732,0.681,0.758,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7105","10_1007_s00464-025-12408-7",4,"12",1803,"development","prognostic",0.719,0.68,0.756,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7106","10_1007_s00464-025-12408-7",4,"13",1803,"development","prognostic",0.714,0.68,0.754,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7107","10_1007_s00464-025-12408-7",4,"14",1803,"development","prognostic",0.729,0.678,0.753,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7108","10_1007_s00464-025-12408-7",4,"15",1803,"development","prognostic",0.716,0.678,0.754,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7109","10_1007_s00464-025-12408-7",4,"16",1803,"development","prognostic",0.757,0.731,0.789,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7110","10_1007_s00464-025-12408-7",4,"17",1803,"development","prognostic",0.765,0.731,0.789,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7111","10_1007_s00464-025-12408-7",4,"18",1803,"development","prognostic",0.764,0.732,0.789,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7112","10_1007_s00464-025-12408-7",4,"19",1803,"development","prognostic",0.761,0.736,0.79,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7113","10_1007_s00464-025-12408-7",4,"20",1803,"development","prognostic",0.768,0.734,0.792,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7114","10_1007_s00464-025-12408-7",4,"21",1803,"development","prognostic",0.766,0.735,0.789,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7115","10_1007_s00464-025-12408-7",4,"22",1803,"development","prognostic",0.749,0.724,0.781,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7116","10_1007_s00464-025-12408-7",4,"23",1803,"development","prognostic",0.757,0.722,0.78,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7117","10_1007_s00464-025-12408-7",4,"24",1803,"development","prognostic",0.756,0.724,0.781,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7118","10_1007_s00464-025-12408-7",4,"25",1803,"development","prognostic",0.692,0.665,0.73,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7119","10_1007_s00464-025-12408-7",4,"26",1803,"development","prognostic",0.706,0.666,0.731,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7120","10_1007_s00464-025-12408-7",4,"27",1803,"development","prognostic",0.708,0.665,0.732,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7121","10_1007_s00464-025-12408-7",4,"28",1803,"development","prognostic",0.692,0.662,0.731,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7122","10_1007_s00464-025-12408-7",4,"29",1803,"development","prognostic",0.705,0.664,0.729,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7123","10_1007_s00464-025-12408-7",4,"30",1803,"development","prognostic",0.706,0.665,0.73,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7124","10_1007_s00464-025-12408-7",4,"31",1803,"development","prognostic",0.727,0.698,0.756,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7125","10_1007_s00464-025-12408-7",4,"32",1803,"development","prognostic",0.725,0.697,0.754,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7126","10_1007_s00464-025-12408-7",4,"33",1803,"development","prognostic",0.731,0.696,0.754,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7127","10_1007_s00464-025-12408-7",4,"34",1803,"development","prognostic",0.699,0.665,0.723,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7128","10_1007_s00464-025-12408-7",4,"35",1803,"development","prognostic",0.694,0.663,0.665,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7129","10_1007_s00467-025-06701-9",5,"1",106,"development","prognostic",0.907,0.836,0.977,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1A","no"
"7130","10_1007_s00467-025-06701-9",5,"2",72,"development","prognostic",0.873,0.776,0.969,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1B","no"
"7131","10_1007_s00467-025-06701-9",5,"3",106,"internal validation","prognostic",0.826,0.734,0.918,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7132","10_1007_s00467-025-06701-9",5,"4",72,"internal validation","prognostic",0.854,0.754,0.955,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7133","10_1007_s00467-025-06701-9",5,"5",144,"external validation","prognostic",0.849,0.778,0.921,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3A","no"
"7134","10_1007_s00467-025-06701-9",5,"6",87,"external validation","prognostic",0.877,0.804,0.951,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3B","no"
"7135","10_1007_s00467-025-06701-9",5,"7",18,"external validation","prognostic",0.892,0.742,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7136","10_1007_s00467-025-06701-9",5,"8",9,"external validation","prognostic",0.786,0.473,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7137","10_1007_s00467-025-06701-9",5,"9",7,"external validation","prognostic",0.9,0.652,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7138","10_1007_s00467-025-06701-9",5,"10",10,"external validation","prognostic",0.938,0.778,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7139","10_1007_s00467-025-06701-9",5,"11",24,"external validation","prognostic",0.727,0.448,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7140","10_1007_s00467-025-06701-9",5,"12",17,"external validation","prognostic",0.798,0.581,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7141","10_1007_s00467-025-06701-9",5,"13",11,"external validation","prognostic",0.917,0.741,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7142","10_1007_s00467-025-06701-9",5,"14",11,"external validation","prognostic",0.917,0.741,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7143","10_1007_s00467-025-06701-9",5,"15",42,"external validation","prognostic",0.932,0.847,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7144","10_1007_s00467-025-06701-9",5,"16",20,"external validation","prognostic",0.96,0.882,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7145","10_1007_s00467-025-06701-9",5,"17",42,"external validation","prognostic",0.927,0.834,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7146","10_1007_s00467-025-06701-9",5,"18",20,"external validation","prognostic",0.917,0.736,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"7147","10_1007_s00535-025-02250-y",1,"1",110,"development","diagnostic",0.913,0.863,0.964,87.3,NA,NA,78.2,NA,NA,"yes",NA,"Figure 1C","no"
"7148","10_1007_s00535-025-02250-y",1,"2",110,"development","diagnostic",0.628,0.523,0.733,69.1,NA,NA,60,NA,NA,"yes",NA,"Figure 1C","no"
"7149","10_1007_s00535-025-02250-y",1,"3",110,"development","diagnostic",0.793,0.702,0.884,50.9,NA,NA,100,NA,NA,"yes",NA,"Figure 1C","no"
"7150","10_1007_s00535-025-02250-y",1,"4",110,"development","diagnostic",0.87,0.805,0.936,94.5,NA,NA,65.5,NA,NA,"yes",NA,"Figure 3B","no"
"7151","10_1007_s00535-025-02250-y",1,"5",110,"development","diagnostic",0.793,0.702,0.884,50.9,NA,NA,100,NA,NA,"yes",NA,"Figure 3B","no"
"7152","10_1007_s00535-025-02250-y",1,"6",110,"development","diagnostic",0.945,0.9,0.989,87.3,NA,NA,91.9,NA,NA,"yes",NA,"Figure 3B","no"
"7153","10_1007_s00535-025-02314-z",2,"1",212,"development","diagnostic",0.935,NA,NA,84,NA,NA,93.4,NA,NA,"yes",NA,"Figure 2B","no"
"7154","10_1007_s00535-025-02314-z",2,"2",262,"external validation","diagnostic",0.935,NA,NA,89.3,NA,NA,81.7,NA,NA,"yes",NA,"Figure 3B","no"
"7155","10_1007_s00586-025-08694-3",3,"1",119,"development","diagnostic",0.948,0.882,0.983,80.9,NA,NA,92.6,NA,NA,"yes",NA,"Figure 5B","no"
"7156","10_1007_s00586-025-08694-3",3,"2",119,"development","diagnostic",0.735,0.635,0.82,76.5,NA,NA,66.7,NA,NA,"yes",NA,"Figure 5B","no"
"7157","10_1007_s00586-025-08694-3",3,"3",119,"development","diagnostic",0.759,0.661,0.841,95.6,NA,NA,51.9,NA,NA,"yes",NA,"Figure 5B","no"
"7158","10_1007_s00586-025-08694-3",3,"4",119,"development","diagnostic",0.789,0.705,0.858,82.5,NA,NA,70,NA,NA,"yes",NA,"Figure 5A","no"
"7159","10_1007_s00535-025-02223-1",4,"1",285,"development","diagnostic",0.72,0.67,0.78,80.2,NA,NA,47.2,NA,NA,"yes",NA,"Figure 2","no"
"7160","10_1007_s00535-025-02223-1",4,"2",285,"development","diagnostic",0.63,0.57,0.7,69.1,NA,NA,60,NA,NA,"yes",NA,"Figure 2","no"
"7161","10_1007_s00535-025-02223-1",4,"3",285,"development","diagnostic",0.8,0.72,0.88,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2","no"
"7162","10_1007_s00535-025-02223-1",4,"4",285,"development","diagnostic",0.72,0.65,0.78,81.2,NA,NA,46.2,NA,NA,"yes",NA,"Figure 3","no"
"7163","10_1007_s00535-025-02223-1",4,"5",285,"development","diagnostic",0.64,0.57,0.7,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3","no"
"7164","10_1007_s00535-025-02223-1",4,"6",285,"development","diagnostic",0.69,0.6,0.78,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3","no"
"7165","10_1007_s00535-025-02223-1",4,"7",478,"development","diagnostic",0.77,0.73,0.82,81.8,NA,NA,54.9,NA,NA,"yes",NA,"Figure 4","no"
"7166","10_1007_s00535-025-02223-1",4,"8",478,"development","diagnostic",0.7,0.65,0.75,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4","no"
"7167","10_1007_s00535-025-02223-1",4,"9",478,"development","diagnostic",0.81,0.75,0.87,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4","no"
"7168","10_1007_s00535-025-02223-1",4,"10",478,"development","diagnostic",0.77,0.72,0.81,80.7,NA,NA,54,NA,NA,"yes",NA,"Figure 5","no"
"7169","10_1007_s00535-025-02223-1",4,"11",478,"development","diagnostic",0.68,0.63,0.74,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 5","no"
"7170","10_1007_s00535-025-02223-1",4,"12",478,"development","diagnostic",0.75,0.69,0.82,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 5","no"
"7171","10_1007_s00535-025-02237-9",5,"1",243145,"development","prognostic",0.607,0.589,0.624,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6a","no"
"7172","10_1007_s00535-025-02237-9",5,"2",243145,"development","prognostic",0.705,0.689,0.721,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6b","no"
"7173","10_1007_s00535-025-02237-9",5,"3",243145,"development","prognostic",0.711,0.695,0.727,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6c","no"
"7174","10_1007_s00586-025-08923-9",1,"1",152,"development","diagnostic",0.941,0.904,0.978,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 6a","no"
"7175","10_1007_s00586-025-08923-9",1,"2",62,"internal validation","diagnostic",0.974,0.938,1,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 6b","no"
"7176","10_1007_s00586-025-08923-9",1,"3",214,"internal validation","diagnostic",0.911,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7177","10_1007_s00586-025-08978-8",2,"1",68,"development","diagnostic",0.874,0.787,0.962,82.86,66.4,93.4,87.88,71.8,96.6,"yes","red","Figure 4","no"
"7178","10_1007_s00586-025-08978-8",2,"2",68,"development","diagnostic",0.894,0.815,0.972,91.43,76.9,98.2,81.82,64.5,93,"yes","blue","Figure 4","no"
"7179","10_1007_s00586-025-09142-y",3,"1",261,"development","diagnostic",0.7,0.63,0.78,62.12,NA,NA,72.82,NA,NA,"yes","could not determine","Figure 5","no"
"7180","10_1007_s00586-025-09142-y",3,"2",261,"development","diagnostic",0.64,0.56,0.72,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5","no"
"7181","10_1007_s00586-025-09142-y",3,"3",261,"development","diagnostic",0.53,0.45,0.61,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5","no"
"7182","10_1007_s00586-025-08760-w",4,"1",501,"development","diagnostic",0.774,0.734,0.809,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"7183","10_1007_s00586-025-08760-w",4,"2",501,"development","diagnostic",0.726,0.685,0.765,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"7184","10_1007_s00586-025-08760-w",4,"3",157,"development","diagnostic",0.738,0.661,0.804,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7185","10_1007_s00586-025-08760-w",4,"4",161,"development","diagnostic",0.799,0.729,0.858,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7186","10_1007_s00586-025-08760-w",4,"5",122,"development","diagnostic",0.764,0.679,0.836,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7187","10_1007_s00586-025-08760-w",4,"6",61,"development","diagnostic",0.817,0.697,0.904,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7188","10_1007_s00586-025-08760-w",4,"7",157,"development","diagnostic",0.69,0.611,0.761,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7189","10_1007_s00586-025-08760-w",4,"8",161,"development","diagnostic",0.703,0.625,0.772,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7190","10_1007_s00586-025-08760-w",4,"9",122,"development","diagnostic",0.851,0.775,0.909,58.7,NA,NA,78.6,NA,NA,"yes","could not determine","Figure 3","no"
"7191","10_1007_s00586-025-08760-w",4,"10",61,"development","diagnostic",0.643,0.51,0.762,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7192","10_1007_s00586-025-08883-0",5,"1",102,"development","prognostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"7193","10_1007_s00586-025-09239-4",1,"1",236,"development","prognostic",0.707,0.634,0.78,82.2,NA,NA,58.8,NA,NA,"yes","green","Figure 2","no"
"7194","10_1007_s00586-025-09239-4",1,"2",236,"development","prognostic",0.703,0.63,0.776,86.7,NA,NA,50,NA,NA,"yes","red","Figure 2","no"
"7195","10_1007_s00586-025-09239-4",1,"3",236,"development","prognostic",0.772,0.688,0.857,81.8,NA,NA,70.6,NA,NA,"yes","green","Figure 3","no"
"7196","10_1007_s00586-025-09239-4",1,"4",236,"development","prognostic",0.793,0.711,0.876,68.2,NA,NA,85.3,NA,NA,"yes","red","Figure 3","no"
"7197","10_1007_s00586-025-09304-y",2,"1",9396,"development","prognostic",0.72,0.71,0.73,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7198","10_1007_s00586-025-09304-y",2,"2",9396,"development","prognostic",0.66,0.65,0.68,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7199","10_1007_s00586-025-09304-y",2,"3",9396,"development","prognostic",0.72,0.71,0.73,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7200","10_1007_s00586-025-09304-y",2,"4",9396,"development","prognostic",0.65,0.63,0.66,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7201","10_1007_s00586-025-09304-y",2,"5",9396,"development","prognostic",0.71,0.7,0.72,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7202","10_1007_s00586-025-09304-y",2,"6",9396,"development","prognostic",0.72,0.71,0.73,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7203","10_1007_s00586-025-09304-y",2,"7",9396,"development","prognostic",0.72,0.71,0.74,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7204","10_1007_s00586-025-09304-y",2,"8",11245,"development","prognostic",0.67,0.66,0.68,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7205","10_1007_s00586-025-09304-y",2,"9",11245,"development","prognostic",0.61,0.6,0.62,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7206","10_1007_s00586-025-09304-y",2,"10",11245,"development","prognostic",0.67,0.66,0.68,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7207","10_1007_s00586-025-09304-y",2,"11",11245,"development","prognostic",0.6,0.59,0.61,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7208","10_1007_s00586-025-09304-y",2,"12",11245,"development","prognostic",0.66,0.65,0.67,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7209","10_1007_s00586-025-09304-y",2,"13",11245,"development","prognostic",0.63,0.62,0.64,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7210","10_1007_s00586-025-09304-y",2,"14",11245,"development","prognostic",0.68,0.67,0.69,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7211","10_1007_s00586-025-09304-y",2,"15",3633,"external validation","prognostic",0.72,0.71,0.74,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2A","no"
"7212","10_1007_s00586-025-09304-y",2,"16",3633,"external validation","prognostic",0.67,0.65,0.69,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7213","10_1007_s00586-025-09304-y",2,"17",3633,"external validation","prognostic",0.72,0.7,0.74,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7214","10_1007_s00586-025-09304-y",2,"18",3633,"external validation","prognostic",0.69,0.68,0.71,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7215","10_1007_s00586-025-09304-y",2,"19",3633,"external validation","prognostic",0.72,0.7,0.74,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7216","10_1007_s00586-025-09304-y",2,"20",3633,"external validation","prognostic",0.72,0.71,0.74,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7217","10_1007_s00586-025-09304-y",2,"21",3633,"external validation","prognostic",0.72,0.7,0.74,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7218","10_1007_s00586-025-09304-y",2,"22",6813,"external validation","prognostic",0.67,0.66,0.68,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2B","no"
"7219","10_1007_s00586-025-09304-y",2,"23",6813,"external validation","prognostic",0.62,0.61,0.64,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7220","10_1007_s00586-025-09304-y",2,"24",6813,"external validation","prognostic",0.67,0.66,0.68,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7221","10_1007_s00586-025-09304-y",2,"25",6813,"external validation","prognostic",0.64,0.62,0.65,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7222","10_1007_s00586-025-09304-y",2,"26",6813,"external validation","prognostic",0.66,0.65,0.67,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7223","10_1007_s00586-025-09304-y",2,"27",6813,"external validation","prognostic",0.65,0.64,0.67,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7224","10_1007_s00586-025-09304-y",2,"28",6813,"external validation","prognostic",0.67,0.65,0.68,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7225","10_1007_s00586-025-09533-1",3,"1",314,"development","prognostic",0.798,NA,NA,90.3,NA,NA,63.6,NA,NA,"yes","could not determine","Figure 5A","no"
"7226","10_1007_s00586-025-09533-1",3,"2",314,"development","prognostic",0.713,NA,NA,75.7,NA,NA,65.2,NA,NA,"yes","could not determine","Figure 5A","no"
"7227","10_1007_s00586-025-09533-1",3,"3",314,"development","prognostic",0.786,NA,NA,80.7,NA,NA,66.4,NA,NA,"yes","could not determine","Figure 5A","no"
"7228","10_1007_s00586-025-09533-1",3,"4",314,"development","prognostic",0.738,NA,NA,79.4,NA,NA,56,NA,NA,"yes","could not determine","Figure 5A","no"
"7229","10_1007_s00586-025-09533-1",3,"5",314,"development","prognostic",0.825,NA,NA,90.3,NA,NA,63.6,NA,NA,"yes","could not determine","Figure 5B","no"
"7230","10_1007_s00586-025-09533-1",3,"6",314,"development","prognostic",0.773,NA,NA,75.7,NA,NA,65.2,NA,NA,"yes","could not determine","Figure 5B","no"
"7231","10_1007_s00586-025-09533-1",3,"7",314,"development","prognostic",0.808,NA,NA,80.7,NA,NA,66.4,NA,NA,"yes","could not determine","Figure 5B","no"
