"key","pmid","title","abstract","publicationDate","journal"
11,"38861161","Class imbalance on medical image classification: towards better evaluation practices for discrimination and calibration performance.","This work aims to assess standard evaluation practices used by the research community for evaluating medical imaging classifiers, with a specific focus on the implications of class imbalance. The analysis is performed on chest X-rays as a case study and encompasses a comprehensive model performance definition, considering both discriminative capabilities and model calibration. We conduct a concise literature review to examine prevailing scientific practices used when evaluating X-ray classifiers. Then, we perform a systematic experiment on two major chest X-ray datasets to showcase a didactic example of the behavior of several performance metrics under different class ratios and highlight how widely adopted metrics can conceal performance in the minority class. Our literature study confirms that: (1) even when dealing with highly imbalanced datasets, the community tends to use metrics that are dominated by the majority class; and (2) it is still uncommon to include calibration studies for chest X-ray classifiers, albeit its importance in the context of healthcare. Moreover, our systematic experiments confirm that current evaluation practices may not reflect model performance in real clinical scenarios and suggest complementary metrics to better reflect the performance of the system in such scenarios. Our analysis underscores the need for enhanced evaluation practices, particularly in the context of class-imbalanced chest X-ray classifiers. We recommend the inclusion of complementary metrics such as the area under the precision-recall curve (AUC-PR), adjusted AUC-PR, and balanced Brier score, to offer a more accurate depiction of system performance in real clinical scenarios, considering metrics that reflect both, discrimination and calibration performance. This study underscores the critical need for refined evaluation metrics in medical imaging classifiers, emphasizing that prevalent metrics may mask poor performance in minority classes, potentially impacting clinical diagnoses and healthcare outcomes. Common scientific practices in papers dealing with X-ray computer-assisted diagnosis (CAD) systems may be misleading. We highlight limitations in reporting of evaluation metrics for X-ray CAD systems in highly imbalanced scenarios. We propose adopting alternative metrics based on experimental evaluation on large-scale datasets.","2024","European radiology"
12,"39283028","Lower Serum Albumin Level: A Prospective Risk Predictor of Hepatocellular Carcinoma in Patients With Chronic Hepatitis B Virus Infection.","Hepatocellular carcinoma (HCC) is one of the most common malignant tumours in China, at high annual incidence and mortality. Chronic hepatitis B virus infection (CHB) is considered as a leading cause to bring about HCC in China. Serum albumin (ALB) level has been adopted to verify its risk with HCC development as a combination variable with other factors. However, the predictive value of a single ALB level on HBV-related HCC risk remained unclear. The aim of this study was to evaluate the prediction ability of serum ALB concentration on the risk of HBV-related HCC development. A prospectively enrolled clinical cohort compromising 2932 cases of CHB patients with at least 1-year exclusion window was selected to explore the predictive role of serum ALB level on incident HCC risk. Baseline clinical data including host characters and laboratory test were collected at the initial period of hospitalisation. The hazard ratio of ALB level associated with HCC development was assessed by Cox proportional hazards regression model using univariate and multivariate analyses. We evaluated the discrimination accuracy of ALB level in predicting HCC development by receiver operating characteristic (ROC) curves. Dose-dependent and time-dependent effects of ALB level on HCC risk prediction were demonstrated, respectively, using a restricted cubic spline and a Fine and Grey competing risk model. Referred to patients with higher ALB level, those with lower ALB level exhibited significantly increased risk of HCC development after adjustment for host variables (dichotomised analyses: hazard ratio = 3.12, 95% confidence interval 1.63-5.97, p = 8.23 × 10-4, plog-rank = 5.97 × 10-4; tertile analyses: hazard ratio = 2.07, 95% confidence interval 1.63-2.64, p = 3.77 × 10-9, plog-rank < 2.00 × 10-16; quartile analyses: hazard ratio = 2.10, 95% confidence interval 1.56-2.84, p = 9.87 × 10-7, plog-rank < 2.00 × 10-16). There was a statistically increasing trend on HCC risk which was found following by the decrease of ALB level (ptrend < 0.0001). Similar findings were present by the Kaplan-Meier analysis, cumulative incidences of HCC development were significantly higher in patients with lower ALB levels, with the p value obtained from log-rank test were all < 0.0001. The result of dose-dependent effect showed hazard ratio (HR) value of HCC risk was gradually decreasing as the increasing of ALB level, with non-linear correlation being statistically significant (Wald χ2 = 20.59, p = 0.000). HR value in lower ALB level remained persistently prominent by fluctuating around 2.73 in the whole follow-up time by adjusting for host variables. Sub-cohort analysis by ROC revealed that the discrimination ability of the ALB model was performed better than Child-Pugh (C-P) model in both cohort of patients with 1-year (area under curve [AUC] 0.762 vs. 0.720) and 2-year exclusion window (AUC 0.768 vs. 0.728). The AUC added by ALB level was demonstrated significantly from host model to full model. Lower ALB level was significantly associated with an increased risk of HBV-related HCC and could provide extra useful clinical utility to other host features, which might be a promising non-invasive indicator for surveillance on HCC development.","2024","Journal of viral hepatitis"
13,"39656629","An endoplasmic reticulum stress related signature for clinically predicting prognosis of breast cancer patients.","Endoplasmic Reticulum Stress (ER stress) was an important event in the development of breast cancer. We aimed to predict prognosis based on ER stress related key genes. Data of the RNA-seq and clinical information of breast cancer cases were downloaded from the TCGA database. A total of 4 genes related with ER stress was identified by the univariate Cox regression and Least Absolute Shrinkage and Selection Operator (LASSO)-penalized Cox proportional hazards regression analysis. The predictive ability of the ER stress model was evaluated by utilizing Kaplan-Meier curves and time-dependent receiver operating characteristic (ROC) curves. Moreover, we verified 4 genes expression and its relationship with clinical breast cancer cases in real-world. 4 genes including RNF186, BCAP31, SERPINA1, TAPBP were identified as a prognostic risk score model. Based on that, we found patients of breast cancer had a better survival with low-risk score. And also, ER stress model showed a good diagnostic efficacy with AUC curve. The risk score was significantly associated with patients' age, T stage and clinical stage. A nomogram was constructed to estimate individual survival. Further GO and KEGG analysis showed our model was related with immune infiltration. Patients of breast cancer with high-risk scores were usually accompanied with poor immune infiltration. It was predicted that high risk group was more sensitive to Vinorelbine, Docetaxel and Cisplatin. At last, we verified the expression of four signature genes using qRT-PCR and immunohistochemistry. Our ER stress model performed a valuable prediction on breast cancer patients.","2024","Human molecular genetics"
14,"38871087","Concordance between Self-Reported Visual Difficulty and Objective Visual Impairment: The National Health and Aging Trends Study.","To examine the performance of self-reported visual difficulty (VD) in predicting objective visual impairment (VI) in older adults and explore factors that influence discordance. Cross-sectional analysis of the National Health and Aging Trends Study (2022). Participants reporting blindness or difficulties with distance or near vision were characterized as having VD. Presenting binocular distance visual acuity (VA), near VA, and contrast sensitivity (CS) were assessed. Objective VI was defined as having VI in distance VA (worse than 20/40), near VA (worse than 20/40), or CS (worse than 1.55 logCS). Receiver operating characteristic analysis was used to compare performance of VD in predicting VI. To investigate factors that influence discordance, we limited our sample to adults with VI and used a multivariable logistic regression model to identify factors associated with not reporting VD. Similar analyses were performed to explore factors associated with reporting VD in adults without VI. Discordance factors. Four thousand nine hundred ninety-nine adults were included in the 2022 cohort. Visual difficulty achieved an area under the curve (AUC) of 56.0 (95% confidence interval [CI], 55.2-56.9) in predicting VI, with a sensitivity of 15.8 (95% CI, 14.2-17.5) and specificity of 96.3 (95% CI, 95.5-96.9). Characteristics associated with not reporting VD in adults with VI included female gender (odds ratio [OR], 0.64 [95% CI, 0.42-0.99]), Hispanic ethnicity (OR, 0.49 [95% CI, 0.31-0.78), higher income (≥75 000, OR, 1.99 [95% CI, 1.14-3.45]), ≥4 comorbidities (OR, 0.46 [95% CI, 0.29-0.72]), and depressive symptoms (OR, 0.49 [95% CI, 0.25-0.93]). Factors associated with self-reporting VD in the absence of VI included Hispanic ethnicity (OR, 2.11 [95% CI, 1.15-3.86]), higher income (≥$75 000, OR, 0.27 [95% CI, 0.12-0.63]), and anxiety symptoms (OR, 3.05 [95% CI, 1.56-5.97]). Self-reported VD is a distinct measure assessing disability and has limited ability in predicting objective VI. Caution is advised when using self-reported VD as a surrogate measure for objective VI in epidemiological studies, although it may still be an effective way to capture risk of current or future disability. Proprietary or commercial disclosure may be found after the references.","2024","Ophthalmology"
15,"39759304","CENPE is a diagnostic and prognostic biomarker for cervical cancer.","Cervical squamous cell carcinoma (CESC) is a common cancer in women. Despite advancements in early diagnosis through high-risk human papillomavirus (HPV) screening, challenges remain in predicting and treating the disease. Hence, the identification of novel biomarkers for prognosis and therapeutic targets is crucial. CENPE, a microtubule-end directed motor protein that accumulates during the G2 phase, is recognized for its involvement in promoting cancer growth and progression. However, its specific role in CESC remains unclear. This research investigated the expression of CENPE in CESC utilizing data from The Cancer Genome Atlas (TCGA), which was further validated through gene expression profiles, the Human Protein Atlas (HPA), and clinical data. The study utilized Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG), Gene Set Enrichment Analysis (GSEA), and immune infiltration analysis to elucidate the role of CENPE in CESC. Additionally, Protein-protein interaction (PPI) networks and competing endogenous RNA (CeRNA) networks involving CENPE and its differentially expressed genes were established. Furthermore, Kaplan-Meier survival analysis was conducted to evaluate the impact of CENPE on patient prognosis. Our study revealed an upregulation of CENPE expression in cervical cancer tissues, which promotes the progression of CESC through IL-6-mediated PI3K-Akt and MAPK signaling pathways. The significant associations with ACNG3, LY6H, and SLC6A7 suggest that CENPE may play a role in tumor growth and metastasis, potentially involving the nervous system. Moreover, the correlations with ARIH1, KDM1A, KDM5B, and NSD3 indicate that CENPE could be a promising target for drug development. Our analysis of the ROC curve demonstrated a high diagnostic accuracy of CENPE in CESC (AUC: 0.997, CI: 0.990-1.000). Subgroup analysis highlighted substantial effects in patients under 50 years old, those with a height under 160 cm, individuals in peri- and post-menopausal stages, and patients in clinical stages 1 and 4. Additionally, COX regression analysis indicated that older age, lower BMI, and higher CENPE expression are associated with decreased 1-year, 3-year, and 5-year survival rates. In conclusion, CENPE emerges as a crucial factor in the initiation and advancement of cervical cancer, showing potential as a novel target for therapeutic interventions.","2024","Heliyon"
16,"39393218","Prediction of non-resectability in tubo-ovarian cancer patients using Peritoneal Cancer Index - A prospective multicentric study using imaging (ISAAC study).","The aim was to evaluate the performance of the Peritoneal Cancer Index (PCI) using imaging (ultrasound, contrast-enhanced computed tomography (CT), and whole-body diffusion-weighted magnetic resonance imaging (WB-DWI/MRI) in assessing peritoneal carcinomatosis and predicting non-resectability in tubo-ovarian carcinoma patients. This was a prospective multicenter observational study. We considered all patients with suspected primary ovarian/tubal/peritoneal cancer who underwent preoperative ultrasound, CT, and WB-DWI/MRI (if available). The optimal cut off value for assessing the performance of the methods in predicting non-resectability was identified at the point at which the sensitivity and specificity were most similar. The reference standard to predict non-resectability was surgical outcome in terms of residual disease >1 cm or surgery not feasible. Agreement between imaging methods and surgical exploration in assessing sites included in the PCI score was evaluated using the Intraclass Correlation Coefficient (ICC). 242 patients were included from January 2020 until November 2022. The optimal PCI cut-off for predicting non-resectability for surgical exploration was >12, which achieved the best AUC of 0.87, followed by ultrasound with a cut-off of >10 and AUC of 0.81, WB-DWI/MRI with a cut-off of >12 and AUC of 0.81, and CT with a cut-off of >11 and AUC of 0.74. Using ICC, ultrasound had very high agreement (0.94) with surgical PCI, while CT and WB-DWI/MRI had high agreement (0.86 and 0.87, respectively). Ultrasound performed by an expert operator had the best agreement with surgical findings compared to WB-DWI/MRI and CT in assessing radiological PCI. In predicting non-resectability, ultrasound was non-inferior to CT, while its non-inferiority to WB-DWI/MRI was not demonstrated.","2024","Gynecologic oncology"
17,"39288623","Prognostic significance of immune evasion-related genes in clear cell renal cell carcinoma immunotherapy.","Clear cell renal cell carcinoma (ccRCC) represents a prevalent malignancy of the urinary system. Despite the integration of immune checkpoint inhibitors (ICIs) into the treatment paradigm for advanced RCC, resistance to immunotherapy has emerged as a pivotal determinant impacting the clinical outlook of ccRCC. Accumulating evidence underscores the pivotal role of immune evasion-related genes and pathways in enabling tumor escape from host immune surveillance, consequently influencing patients' responsiveness to immunotherapy. Nonetheless, the clinical relevance of immune evasion-related genes in ccRCC patients undergoing immunotherapy remains inadequately understood. In this study, we aggregated RNA sequencing and clinical data from ccRCC patients across three cohorts: the Cancer Genome Atlas (TCGA), CheckMate cohorts, and the JAVELIN Renal 101 trial. Leveraging a curated immune evasion-related gene set from Lawson et al., we employed the LASSO algorithm and Cox regression analysis to identify eight genes (LPAR6, RGS5, NFYC, PCDH17, CENPW, CNOT8, FOXO3, SNRPB) significantly associated with immune therapy prognosis (HR, 3.57; 95 % CI, 2.38-5.35; P<0.001). A predictive algorithm developed utilizing these genes exhibited notable accuracy in forecasting patients' progression-free survival in the training set (AUC, 0.835). Furthermore, stratification of patients by risk score revealed discernible differences in immunotherapy response and tumor microenvironment. In summary, we present a prognostic model intricately linked with immune status and treatment response. For ccRCC patients undergoing immunotherapy, this approach holds promise in aiding clinical decision-making by providing more precise and tailored treatment recommendations.","2024","International immunopharmacology"
18,"38819022","Comprehensive analysis of abnormal methylation modification differential expression mRNAs between low-grade and high-grade intervertebral disc degeneration and its correlation with immune cells.","Intervertebral disc degeneration (IDD) is an important cause of low back pain. The aim of this study is to identify the potential molecular mechanism of abnormal methylation-modified DNA in the progression of IDD, hoping to contribute to the diagnosis and management of IDD. Low-grade IDD (grade I-II) and high-grade IDD (grade III-V) data were downloaded from GSE70362 and GSE129789 datasets. The abnormally methylated modified differentially expressed mRNAs (DEmRNAs) were identified by differential expression analysis (screening criteria were p < .05 and |logFC| > 1) and differential methylation analysis (screening criteria were p < .05 and |δβ| > 0.1). The classification models were constructed, and the receiver operating characteristic analysis was also carried out. In addition, functional enrichment analysis and immune correlation analysis were performed and the miRNAs targeted for the abnormally methylated DEmRNAs were predicted. Finally, expression validation was performed using real-time PCR. Compared with low-grade IDD, seven abnormal methylation-modified DEmRNAs (AOX1, IBSP, QDPR, ABLIM1, CRISPLD2, ACTC1 and EMILIN1) were identified in high-grade IDD, and the classification models of random forests (RF) and support vector machine (SVM) were constructed. Moreover, seven abnormal methylation-modified DEmRNAs and classification models have high diagnostic accuracy (area under the curve [AUC] > 0.8). We also found that AUC values of single abnormal methylation-modified DEmRNA were all lower than those of RF and SVM classification models. Pearson correlation analysis found that macrophages M2 and EMILIN1 had significant negative correlation, while macrophages M2 and IBSP had significant positive correlation. In addition, four targeted relationship pairs (hsa-miR-4728-5p-QDPR, hsa-miR-4533-ABLIM1, hsa-miR-4728-5p-ABLIM1 and hsa-miR-4534-CRISPLD2) and multiple signalling pathways (for example, PI3K-AKT signalling pathway, osteoclast differentiation and calcium signalling pathway) were also identified that may be involved in the progression of IDD. The identification of abnormal methylation-modified DEmRNAs and the construction of classification models in this study were helpful for the diagnosis and management of IDD progression.","2024","Annals of medicine"
19,"39325855","Identify Non-mutational p53 Functional Deficiency in Human Cancers.","An accurate assessment of p53's functional statuses is critical for cancer genomic medicine. However, there is a significant challenge in identifying tumors with non-mutational p53 inactivation which is not detectable through DNA sequencing. These undetected cases are often misclassified as p53-normal, leading to inaccurate prognosis and downstream association analyses. To address this issue, we built the support vector machine (SVM) models to systematically reassess p53's functional statuses in TP53 wild-type (TP53WT) tumors from multiple The Cancer Genome Atlas (TCGA) cohorts. Cross-validation demonstrated the good performance of the SVM models with a mean area under the receiver operating characteristic curve (AUROC) of 0.9822, precision of 0.9747, and recall of 0.9784. Our study revealed that a significant proportion (87%-99%) of TP53WT tumors actually had compromised p53 function. Additional analyses uncovered that these genetically intact but functionally impaired (termed as predictively reduced function of p53 or TP53WT-pRF) tumors exhibited genomic and pathophysiologic features akin to TP53-mutant tumors: heightened genomic instability and elevated levels of hypoxia. Clinically, patients with TP53WT-pRF tumors experienced significantly shortened overall survival or progression-free survival compared to those with predictively normal function of p53 (TP53WT-pN) tumors, and these patients also displayed increased sensitivity to platinum-based chemotherapy and radiation therapy.","2024","Genomics, proteomics & bioinformatics"
20,"38965198","Risk prediction for preeclampsia in CKD patients: development of a model in a retrospective cohort.","Chronic kidney disease (CKD) may affect women of childbearing age and may lead to substantial maternal and foetal morbidity and mortality in pregnancy. There is a lack of prediction models for  preeclampsia and adverse pregnancy outcomes in pregnant women with CKD. This study aimed to create a prediction nomogram for these issues. This retrospective cohort study included clinical data from 627 women with CKD and their 627 pregnancies at Peking University First Hospital between January 1, 2009, and December 31, 2022. Multivariate logistic regression analysis was conducted to identify independent prognostic factors and develop a nomogram for predicting the occurrence of preeclampsia. The identified risk factors were utilised to construct the nomogram, which was subsequently internally validated using receiver operating characteristic (ROC) analysis and calibration curve assessment. According to our multivariate analysis, age, blood urea nitrogen (BUN), serum creatinine (Scr), mean arterial pressure (MAP), 24-h proteinuria, and CKD stage were identified as predictors of preeclampsia. Additionally, Scr, MAP, BUN, and 24-h proteinuria were found to be predictors of adverse pregnancy outcomes. The nomogram for predicting preeclampsia had an area under the ROC curve of 0.910, while the nomogram for predicting adverse pregnancy outcomes had an area under the ROC curve of 0.906. Both models demonstrated excellent discriminatory ability. A nomogram based on 24-h proteinuria, serum creatinine, serum urea and age, and MAP allows predicting the occurrence of preeclampsia and other adverse pregnancy-related outcomes in CKD patients.","2024","Journal of nephrology"
21,"39602553","Predicting population-level vulnerability among pregnant women using routinely collected data and the added relevance of self-reported data.","Recognizing and addressing vulnerability during the first thousand days of life can prevent health inequities. It is necessary to determine the best data for predicting multidimensional vulnerability (i.e. risk factors to vulnerability across different domains and a lack of protective factors) at population level to understand national prevalence and trends. This study aimed to (1) assess the feasibility of predicting multidimensional vulnerability during pregnancy using routinely collected data, (2) explore potential improvement of these predictions by adding self-reported data on health, well-being, and lifestyle, and (3) identify the most relevant predictors. The study was conducted using Dutch nationwide routinely collected data and self-reported Public Health Monitor data. First, to predict multidimensional vulnerability using routinely collected data, we used random forest (RF) and considered the area under the curve (AUC) and F1 measure to assess RF model performance. To validate results, sensitivity analyses (XGBoost and Lasso) were done. Second, we gradually added self-reported data to predictions. Third, we explored the RF model's variable importance. The initial RF model could distinguish between those with and without multidimensional vulnerability (AUC = 0.98). The model was able to correctly predict multidimensional vulnerability in most cases, but there was also misclassification (F1 measure = 0.70). Adding self-reported data improved RF model performance (e.g. F1 measure = 0.80 after adding perceived health). The strongest predictors concerned self-reported health, socioeconomic characteristics, and healthcare expenditures and utilization. It seems possible to predict multidimensional vulnerability using routinely collected data that is readily available. However, adding self-reported data can improve predictions.","2024","European journal of public health"
22,"39461104","Screening of BindingDB database ligands against EGFR, HER2, Estrogen, Progesterone and NF-κB receptors based on machine learning and molecular docking.","Breast cancer, the second most prevalent cancer among women worldwide, necessitates the exploration of novel therapeutic approaches. To target the four subgroups of breast cancer ""hormone receptor-positive and HER2-negative, hormone receptor-positive and HER2-positive, hormone receptor-negative and HER2-positive, and hormone receptor-negative and HER2-negative"" it is crucial to inhibit specific targets such as EGFR, HER2, ER, NF-κB, and PR. In this study, we evaluated various methods for binary and multiclass classification. Among them, the GA-SVM-SVM:GA-SVM-SVM model was selected with an accuracy of 0.74, an F1-score of 0.73, and an AUC of 0.92 for virtual screening of ligands from the BindingDB database. This model successfully identified 4454, 803, 438, and 378 ligands with over 90% precision in both active/inactive and target prediction for the classes of EGFR+HER2, ER, NF-κB, and PR, respectively, from the BindingDB database. Based on to the selected ligands, we created a dendrogram that categorizes different ligands based on their targets. This dendrogram aims to facilitate the exploration of chemical space for various therapeutic targets. Ligands that surpassed a 90% threshold in the product of activity probability and correct target selection probability were chosen for further investigation using molecular docking. The binding energy range for these ligands against their respective targets was calculated to be between -15 and -5 kcal/mol. Finally, based on general and common rules in medicinal chemistry, we selected 2, 3, 3, and 8 new ligands with high priority for further studies in the EGFR+HER2, ER, NF-κB, and PR classes, respectively.","2024","Computers in biology and medicine"
23,"39378888","Multiple Organ Dysfunction Syndrome in Malawian Children with Cerebral Malaria.","More than 1,000 children under 5 years of age die every day from malaria. Cerebral malaria (CM) is the most severe and deadly manifestation of the disease. The occurrence of multiple organ dysfunction syndrome (MODS) has been associated with increased mortality in adult patients with CM. However, little is known about the frequency and severity of MODS in children with CM. This was a retrospective study of 199 pediatric patients with CM admitted to a referral hospital in Blantyre, Malawi, between January 2019 and May 2023. Data were abstracted from charts to calculate scores using four established scoring systems: Pediatric Logistic Organ Dysfunction-2 (PELOD-2), Pediatric Sequential Organ Failure Assessment (pSOFA), Signs of Inflammation in Children that Can Kill (SICK), and Lambaréné Organ Dysfunction Score (LODS). Mortality was 16% (n = 32). All four scoring systems were predictive of mortality, but the PELOD-2 and pSOFA scores outperformed the others with area under the curve values of 0.75 and 0.67, respectively. Multiple organ dysfunction syndrome was diagnosed in 182 patients (91%) using the PELOD-2 score, 172 patients (86%) using the pSOFA score, 99 patients (50%) using the SICK score, and 30 patients (15%) using the LODS. The PELOD-2 and pSOFA identify MODS in children with CM but require laboratory-based testing that is often unavailable in malaria-endemic areas. Furthermore, these scoring systems may identify primary malarial disease pathology rather than true organ dysfunction. Simplified scoring systems designed to recognize and quantify MODS in this patient population may provide opportunities for improved resource allocation and timely, organ-specific treatment.","2024","The American journal of tropical medicine and hygiene"
