"","X","title","doi","pdf"
"503",528,"An interpretable machine learning model for predicting mortality risk in adult ICU patients with acute respiratory distress syndrome.","10.3389/fmed.2025.1580345","10.3389_fmed.2025.1580345"
"504",529,"TB or not TB? Development and validation of a clinical decision support system to inform airborne isolation requirements in the evaluation of suspected tuberculosis.","10.1017/ice.2024.214","10.1017_ice.2024.214"
"505",530,"Predicting survival outcomes in renal cell carcinoma spinal metastases: a multicenter evaluation of existing prognostic systems.","10.1016/j.spinee.2025.05.025","10.1016_j.spinee.2025.05.025"
"506",532,"Comprehensive Non-invasive Versus Invasive Approach to Evaluate Cardiac Allograft Vasculopathy in Heart Transplantation: The CCTA-HTx Study.","10.1161/CIRCIMAGING.124.017197","10.1161_CIRCIMAGING.124.017197"
"507",533,"Reserve of global constructive work for early diagnosis of myocardial ischemia and risk stratification in chronic coronary syndrome.","10.3389/fcvm.2025.1598453","10.3389_fcvm.2025.1598453"
"508",534,"Diagnostic validity of Handgrip strength for ICU-acquired weakness in Mexican population.","10.1016/j.jbmt.2025.09.025","10.1016_j.jbmt.2025.09.025"
"509",535,"Development of a nomogram for predicting the intraperitoneal rupture of necrotic collection in patients with necrotizing pancreatitis.","10.3389/fmed.2025.1607829","10.3389_fmed.2025.1607829"
"510",536,"Severity Indices of Diquat Poisoning for Triage and Prognosis in Acute Diquat Poisoning: A Multicenter Prospective Cohort Study.","10.1016/j.annemergmed.2025.02.022","10.1016_j.annemergmed.2025.02.022"
"511",537,"DTGHAT: multi-molecule heterogeneous graph transformer based on multi-molecule graph for drug-target identification.","10.3389/fphar.2025.1596216","10.3389_fphar.2025.1596216"
"512",538,"Machine Learning-Based CT Radiomics Model to Predict the Risk of Hip Fragility Fracture.","10.1016/j.acra.2025.01.023","10.1016_j.acra.2025.01.023"
"513",539,"Best Machine Learning Model for Predicting Axial Symptoms After Unilateral Laminoplasty: Based on C2 Spinous Process Muscle Radiomics Features and Sagittal Parameters.","10.1177/21925682251366947","10.1177_21925682251366947"
"514",540,"Building a pre-surgical multiparametric-MRI-based morphologic, qualitative, semiquantitative, first and high-order radiomic predictive treatment response model for undifferentiated pleomorphic sarcoma to replace RECIST.","10.1186/s40644-025-00873-1","10.1186_s40644-025-00873-1"
"515",541,"Validation of new predictors of mortality and BODE index variants in patients with COPD at moderate altitude.","10.1183/23120541.00333-2024","10.1183_23120541.00333-2024"
"516",542,"A 48-hour Symptom Threshold Predicts Perforated Appendicitis: Development of a Clinical Risk Model.","10.1002/wjs.70062","10.1002_wjs.70062"
"517",543,"Deep learning-based post-hoc noise reduction improves quarter-radiation-dose coronary CT angiography.","10.1016/j.ejrad.2025.112232","10.1016_j.ejrad.2025.112232"
"518",544,"Development and validation of a nomogram for cerebral hemorrhage in patients with carotid stenosis undergoing stenting: a multicenter retrospective study.","10.1136/jnis-2024-022022","10.1136_jnis-2024-022022"
"519",545,"Association between serum GFAP, BDNF and NfL levels and clinical symptoms in restless legs syndrome: a case-control study.","10.1016/j.sleep.2025.106694","10.1016_j.sleep.2025.106694"
"520",546,"Cutoff value for Pediatric Weakness Scale for diagnosis of pediatric weakness.","10.1016/j.joim.2025.11.002","10.1016_j.joim.2025.11.002"
"521",547,"Differentiating pancreatic from periampullary non-pancreatic cancer: a nomogram-based prediction model utilizing CT imaging.","10.1186/s40644-025-00917-6","10.1186_s40644-025-00917-6"
"522",548,"Longitudinal twin growth discordance patterns and adverse perinatal outcomes.","10.1016/j.ajog.2024.12.029","10.1016_j.ajog.2024.12.029"
"523",549,"Construction of a nomogram model for predicting residual or recurrent cervical intraepithelial neoplasia after the loop electrosurgical excision procedure.","10.1093/ajcp/aqaf125","10.1093_ajcp_aqaf125"
"524",550,"Clinical Features and Physiological Signals Fusion Network for Mechanical Circulatory Support Need Prediction in Pediatric Cardiac Intensive Care Unit.","10.1109/JBHI.2024.3510217","10.1109_JBHI.2024.3510217"
"525",551,"Diagnostic Accuracy of Ultrasound in Carpal Tunnel Syndrome: Analysis of Established and Novel Parameters.","10.1093/bjr/tqaf292","10.1093_bjr_tqaf292"
"526",552,"Cognitive measures predict falls in Parkinson's disease: Insights from the CYCLE-II cohort.","10.1016/j.parkreldis.2025.107328","10.1016_j.parkreldis.2025.107328"
"527",553,"Circulating inflammation-related proteome improves cardiovascular risk prediction. Results from two large European cohort studies.","10.1007/s10654-025-01285-y","10.1007_s10654-025-01285-y"
"528",554,"Application of a modified lung ultrasound score in assessing the severity of neonatal pneumonia: a multicenter prospective study.","10.3389/fmed.2025.1711107","10.3389_fmed.2025.1711107"
"529",555,"Progesterone decline threshold in predicting early pregnancy loss: a retrospective study.","10.3389/fendo.2025.1611257","10.3389_fendo.2025.1611257"
"530",556,"Machine learning-driven ultrasound radiomics for assessing axillary lymph node burden in breast cancer.","10.3389/fendo.2025.1548888","10.3389_fendo.2025.1548888"
"531",557,"Spatiotemporal dynamics of computed tomography perfusion (CTP) parameters following aneurysmal subarachnoid hemorrhage (SAH).","10.1177/0271678X251361254","10.1177_0271678X251361254"
"532",558,"Multi-Centre External Validation of a Nomogram for 10-Year Periodontal Tooth Loss Prediction.","10.1111/jcpe.14143","10.1111_jcpe.14143"
"533",559,"Individual radiosensitivity testing in 2025: Current advances and future directions for personalized radiotherapy.","10.1016/j.critrevonc.2025.104948","10.1016_j.critrevonc.2025.104948"
"534",561,"Prognostic nutritional index is useful for predicting the prognosis of patients with infective endocarditis undergoing surgery: a retrospective study.","10.3389/fnut.2025.1685875","10.3389_fnut.2025.1685875"
"535",562,"Advanced radiomic prediction of osteoporosis in primary hyperparathyroidism: a machine learning-based analysis of CT images.","10.1007/s11547-025-02004-z","10.1007_s11547-025-02004-z"
"536",563,"A quantitative SPECT/CT metric for diagnosing transthyretin cardiac amyloidosis: multicenter study on biopsy-confirmed cases.","10.1007/s00259-025-07294-z","10.1007_s00259-025-07294-z"
"537",564,"Lymph Node Invasion Prediction in Prostate Cancer: A Comparative Machine-Learning Study.","10.1245/s10434-025-18761-0","10.1245_s10434-025-18761-0"
"538",565,"Acute stroke risk prediction model based on dual-energy CTA-derived carotid plaque, perivascular adipose tissue characteristics, and serum lipid parameters: a dual-center study.","10.1007/s00234-025-03723-w","10.1007_s00234-025-03723-w"
"539",566,"Development and validation of a risk-prediction model for adverse drug reactions in real-world cancer patients treated with anlotinib.","10.1177/20420986251328687","10.1177_20420986251328687"
"540",567,"Construction and evaluation of leukemia suicide risk predictive model based on SEER database.","10.3389/fpsyt.2025.1506550","10.3389_fpsyt.2025.1506550"
"541",569,"Response inhibition deficits in unmedicated youth with ADHD: An ERP/sLORETA study.","10.1016/j.jad.2025.119880","10.1016_j.jad.2025.119880"
"542",570,"Prognostic scores in patients with severe tricuspid regurgitation: An external validation study.","10.1111/eci.14379","10.1111_eci.14379"
"543",571,"Generation of explainable QSAR models for predicting chemical-induced urinary tract toxicity.","10.1016/j.fct.2025.115922","10.1016_j.fct.2025.115922"
"544",572,"Development and Internal Evaluation of AI-Assisted Cervical Muscle-Based Scores (FUNC-RISK) in Head and Neck Cancer: A Pilot Study.","10.3390/cancers17243968","10.3390_cancers17243968"
"545",573,"Visceral Adiposity Index Is Associated With Cardiometabolic Multimorbidity and Improves Risk Prediction: The English Longitudinal Study of Ageing.","10.1016/j.mayocp.2025.09.021","10.1016_j.mayocp.2025.09.021"
"546",574,"Benchtop Vis-NIR spectroscopy meets machine learning for multi-task analysis in Hongmeiren citrus: Geographical origin identification and antioxidant component quantification.","10.1016/j.foodchem.2025.145007","10.1016_j.foodchem.2025.145007"
"547",575,"Exploring the prognostic value of combined assessment of bone marrow plasma cell morphology, Vitamin D, and interleukin-6 in multiple myeloma.","10.3389/fmed.2025.1593130","10.3389_fmed.2025.1593130"
"548",576,"MRI ensemble model of plaque and perivascular adipose tissue as PET-equivalent for identifying carotid atherosclerotic inflammation.","10.1186/s13550-025-01293-9","10.1186_s13550-025-01293-9"
"549",577,"Contrast-enhanced subtraction CT accurately and reproducibly assesses fibrous cap status associated with symptomatic carotid stenosis.","10.1136/jnis-2025-023892","10.1136_jnis-2025-023892"
"550",578,"Effects of short-term climatic conditions on the risk of bovine respiratory disease in preweaned calves on California dairies.","10.1016/j.prevetmed.2025.106658","10.1016_j.prevetmed.2025.106658"
"551",579,"Development and evaluation of robotic detection technology for assessing autism.","10.3389/fpsyt.2025.1636560","10.3389_fpsyt.2025.1636560"
"552",580,"Development and validation of a nomogram for predicting bleeding risk in patients with pulmonary embolism.","10.3389/fmed.2025.1692156","10.3389_fmed.2025.1692156"
"553",581,"The impact of diabetes on Sepsis-induced cardiomyopathy.","10.1016/j.diabres.2025.112001","10.1016_j.diabres.2025.112001"
"554",582,"Predicting central lymph node metastasis in papillary thyroid microcarcinoma: a breakthrough with interpretable machine learning.","10.3389/fendo.2025.1537386","10.3389_fendo.2025.1537386"
"555",584,"Factors influencing the selection of an SGLT2i vs. a GLP-1RA as cardioprotective agent in patients with type 2 diabetes.","10.3389/fcvm.2025.1606198","10.3389_fcvm.2025.1606198"
"556",585,"Synthetic MRI as a T2WI alternative in bp-MRI: comparable image quality and improved PI-RADS performance.","10.1016/j.ejrad.2025.112414","10.1016_j.ejrad.2025.112414"
"557",586,"Bidimensional shear wave spleen elastography for diagnosis and grading of esophageal varices in children with portal hypertension.","10.1007/s00247-025-06351-x","10.1007_s00247-025-06351-x"
"558",587,"Uric acid and HDL-C-derived inflammatory ratios as biomarkers in schizophrenia and major depressive disorder: a retrospective study.","10.3389/fpsyt.2025.1698455","10.3389_fpsyt.2025.1698455"
"559",588,"Web-based machine learning application for ambulation prognosis in the rehabilitation phase of spinal cord injury: a retrospective multicenter cohort study.","10.1038/s41393-025-01157-y","10.1038_s41393-025-01157-y"
"560",589,"Developing federated time-to-event scores using heterogeneous real-world survival data.","10.1016/j.compbiomed.2025.111084","10.1016_j.compbiomed.2025.111084"
"561",591,"Prediction of Umami Peptides Based on a Large Language Model of Proteins.","10.1021/acs.jcim.4c02394","10.1021_acs.jcim.4c02394"
"562",592,"ASSESSMENT OF EARLY INDICATORS FOR SEPSIS DEVELOPMENT IN MULTIPLE TRAUMA PATIENTS-THE SEPSIS AS TRAUMA OUTCOME PREDICTION (STOP) SCORE.","10.1097/SHK.0000000000002626","10.1097_SHK.0000000000002626"
"563",593,"Nomogram vs. Depth of invasion for predicting occult lymph node metastasis in cT1-2N0 buccal squamous cell carcinoma.","10.1016/j.oraloncology.2025.107206","10.1016_j.oraloncology.2025.107206"
"564",594,"Photoacoustic oxygenation imaging to identify ischemia/hypoxia injury and necrosis of intestine after acute intussusception: A comparative study with CDFI/CEUS.","10.1016/j.pacs.2025.100706","10.1016_j.pacs.2025.100706"
"565",596,"IsoPSA density improves risk stratification and biopsy decision-making for clinically significant prostate cancer.","10.1016/j.urolonc.2025.09.001","10.1016_j.urolonc.2025.09.001"
"566",597,"Prognostic value of red cell distribution width-to-albumin ratio in septic patients with malignancies: A retrospective cohort study based on the MIMIC-IV database.","10.1177/00368504251370990","10.1177_00368504251370990"
"567",598,"Developing Predictive Models for Periodontitis Progression Using Artificial Intelligence: A Longitudinal Cohort Study.","10.1111/jcpe.14194","10.1111_jcpe.14194"
"568",599,"Mechanical power density, spontaneous breathing indexes, and weaning readiness following prolonged mechanical ventilation.","10.1016/j.rmed.2025.107943","10.1016_j.rmed.2025.107943"
"569",600,"Development and validation of an AI-driven radiomics model using non-enhanced CT for automated severity grading in chronic pancreatitis.","10.1007/s00330-025-11776-x","10.1007_s00330-025-11776-x"
"570",601,"Unveiling sex difference in factors associated with suicide attempt among Chinese adolescents with depression: a machine learning-based study.","10.1080/09638237.2025.2478374","10.1080_09638237.2025.2478374"
"571",602,"A New Instrument for Assessing Cognitive Decline and Dementia: Results on the Classification Accuracy of the MODEMM in a Romanian Clinical and Community Sample.","10.1177/10731911251389197","10.1177_10731911251389197"
"572",603,"The associations of insomnia symptoms and clinical features as well as blood metabolic parameters in adolescents with major depressive disorders.","10.1007/s00406-025-02113-w","10.1007_s00406-025-02113-w"
