"key","pmid","title","abstract","publicationDate","journal"
11,"39958823","Development and validation of a prediction model for acute kidney injury following cardiac valve surgery.","Acute kidney injury (AKI) often accompanies cardiac valve surgery, and worsens patient outcome. The aim of our study is to identify preoperative and intraoperative independent risk factors for AKI in patients undergoing cardiac valve surgery. Using these factors, we developed a risk prediction model for AKI after cardiac valve surgery and conducted external validation. Our retrospective study recruited 497 adult patients undergoing cardiac valve surgery as a derivation cohort between February and August 2023. Patient demographics, including medical history and perioperative clinical information, were acquired, and patients were classified into one of two cohorts, AKI and non-AKI, according to the Kidney Disease: Improving Global Outcomes (KDIGO) guidelines. Using binary logistic stepwise regression analysis, we identified independent AKI risk factors after cardiac valve surgery. Lastly, we constructed a nomogram and conducted external validation in a validation cohort comprising 200 patients. The performance of the nomogram was evaluated based on the area under the receiver operating characteristic curve (AUC), calibration curves and decision curve analysis (DCA). In the derivation cohort, 172 developed AKI (34.6%). Relative to non-AKI patients, the AKI patients exhibited elevated postoperative complication incidences and worse outcome. Based on multivariate analysis, advanced age (OR: 1.855; p = 0.011), preoperative hypertension (OR: 1.91; p = 0.017), coronary heart disease (OR: 6.773; p < 0.001), preoperative albumin (OR: 0.924; p = 0.015), D-Dimer (OR: 1.001; p = 0.038), plasma creatinine (OR: 1.025; p = 0.001), cardiopulmonary bypass (CPB) duration (OR: 1.011; p = 0.001), repeat CPB (OR: 6.195; p = 0.010), intraoperative red blood cell transfusion (OR: 2.560; p < 0.001), urine volume (OR: 0.406 p < 0.001) and vasoactive-inotropic score (OR: 1.135; p = 0.009) were independent risk factors for AKI. The AUC of the nomogram in the derivation and validation cohorts were 0.814 (95%CI: 0.775-0.854) and 0.798 (95%CI: 0.726-0.871), respectively. Furthermore, the calibration curve revealed that the predicted outcome was in agreement with the actual observations. Finally, the DCA curves showed that the nomogram had a good clinical applicability value. Several perioperative factors modulate AKI development following cardiac valve surgery, resulting in poor patient prognosis. The proposed AKI predictive model is both sensitive and precise, and can assist in high-risk patient screening in the clinics.","2025","Frontiers in medicine"
12,"39958729","Predicting positive Clostridioides difficile test results using large-scale longitudinal data of demographics and medication history.","Clostridioides difficile infection is a major health threat. Healthcare institutions have strong medical and financial incentives to keep infections under control. Blanket testing at admission is in general not recommended, and current predictive models either used moderate sample sizes, over-inflated the number of covariates, or chose non-interpretable algorithms. We aim to develop models using patient data to predict positive Clostridioides difficile test results with discrimination performance, interpretable results, and a reasonable number of covariates that reflect health over a long-time span. We processed records from 157,493 University of California San Diego Health patients seen between January 01, 2016-July 03, 2019 with at least 6 months of medication history, excluding pregnant women, patients under 18, and prisoners. Three models (Logistic Regression, Random Forest, and Ensemble) were constructed using hyper-parameters selected through 10-fold cross-validation. Model performance was measured by the Area Under the Receiver Operating Characteristic Curve (AUROC). The model coefficients' odds ratios and p-values were calculated for the Logistic Regression model, as were Gini indices for Random Forest. Decision boundary analysis was conducted using pair-wise false positive and false negative cases each model would predict at a specific threshold. Logistic Regression, Random Forest, and Ensemble models yielded test AUROCs of 0.839, 0.851, and 0.866, respectively. Significant covariates that may affect risk include age, immuno-compromised treatments, past antibiotic uses, and some medications for the gastrointestinal tract. The models achieve high discrimination performance (AUROC >0.83). There is a general consensus among different analysis approaches regarding predictors that impact patients' chances of having a positive test, which may influence Clostridioides difficile risk, including features clinically proven to increase susceptibility. These human-interpretable models can help distinguish significant predictors that affect a patient's chance of testing positive, which may influence their Clostridioides difficile risk.","2025","Heliyon"
13,"39958454","Machine Learning Techniques Associated With Infrared Thermography to Optimize the Diagnosis of Bovine Subclinical Mastitis.","Bovine subclinical mastitis (SCM) is the costliest disease for the dairy industry. Technologies aimed at the early diagnosis of this condition, such as infrared thermography (IRT), can be used to generate large amounts of data that provide valuable information when analyzed using learning techniques. The objective of this study was to evaluate and optimize the use of machine learning by applying the Extreme Gradient Boosting (XGBoost) algorithm in the diagnosis of bovine SCM, based on udder thermogram analysis. Over 14 months, a total of 1035 milk samples were collected from 97 dairy cows subjected to an automatic milking system. Somatic cell counts were performed by flow cytometry, and the health status of the mammary gland was determined based on a cutoff of 200,000 cells/mL of milk. The attributes analyzed collectively included air temperature, relative humidity, temperature-humidity index, breed, body temperature, teat dirtiness score, parity, days in milk, mammary gland position, milk yield, electrical conductivity, milk fat, coldest and hottest points in the mammary gland region of interest, average mammary gland temperature, thermal amplitude, and the difference between the average temperature of the region of interest and the animal's body temperature, as well as the microbiological evaluation of the milk. Using the XGBoost algorithm, the most relevant variables for solving the classification problem were identified and selected to construct the final model with the best fit and performance. The best area under the receiver operating characteristic curve (AUC: 0.843) and specificity (Sp: 93.3%) were obtained when using all thermographic variables. The coldest point in the region of interest was considered the most important for decision making in mastitis diagnosis. The use of XGBoost can enhance the diagnostic capability for SCM when IRT is employed. The developed optimized model can be used as a confirmatory mechanism for SCM.","2025","Veterinary medicine international"
14,"39958220","Deep learning-based lung cancer risk assessment using chest computed tomography images without pulmonary nodules ≥8 mm.","Low-dose chest computed tomography (LDCT) screening improves early detection of lung cancer but poses challenges such as false positives and overdiagnosis, especially for nodules smaller than 8 mm where follow-up guidelines are unclear. Traditional risk prediction models have limitations, and deep learning (DL) algorithms offer potential improvements but often require large datasets. This study aimed to develop a DL-based, label-free lung cancer risk prediction model using alternative LDCT images and validate it in individuals without non-calcified solid pulmonary nodules larger than 8 mm. We utilized LDCT scans from individuals without non-calcified solid nodules larger than 8 mm to develop a DL-based lung cancer risk prediction model. An alternative training dataset included 1,064 LDCT scans: 380 from patients with pathologically confirmed lung cancer and 684 from control individuals without lung cancer development over 5 years. For the lung cancer group, only the contralateral lung (without the tumor) was analyzed to represent high-risk individuals without large nodules. The LDCT scans were randomly divided into training and validation sets in a 3:1 ratio. Four three-dimensional (3D) convolutional neural networks (CNNs; 3D-CNN, MobileNet v2, SEResNet18, EfficientNet-B0) were trained using densely connected U-Net (DenseUNet)-segmented lung parenchyma images. The models were validated on a real-world test dataset comprising 1,306 LDCT scans (1,254 low-risk and 52 high-risk individuals) and evaluated using the area under the receiver operating characteristic (ROC) curve (AUC), Brier scores, and calibration measures. In the validation dataset, the AUC values were 0.801 for 3D-CNN, 0.802 for MobileNet v2, 0.755 for EfficientNet-B0, and 0.833 for SEResNet18. Corresponding Brier scores were 0.169, 0.175, 0.217, and 0.156, respectively, indicating good calibration, especially for SEResNet18. In the test dataset, the AUC values were 0.769 for 3D-CNN, 0.753 for MobileNet v2, 0.681 for EfficientNet-B0, and 0.820 for SEResNet18, with Brier scores of 0.169, 0.180, 0.202, and 0.138, respectively. The SEResNet18 model demonstrated the best performance, achieving the highest AUC and lowest Brier score in both validation and test datasets. Our study demonstrated that DL-based, label-free lung cancer risk prediction models using alternative LDCT images can effectively predict lung cancer development in individuals without non-calcified solid pulmonary nodules larger than 8 mm. By analyzing lung parenchyma on LDCT images without relying on nodule detection, these models may enhance the efficiency of LDCT screening programs. Further prospective studies are needed to determine their clinical utility and impact on screening protocols, and validation in larger, diverse populations is necessary to ensure generalizability.","2025","Translational lung cancer research"
15,"39958209","MS4A15 gene expression as a prognostic marker for clinical outcomes in lung adenocarcinoma.","Lung adenocarcinoma (LUAD) is the predominant histological subtype of lung cancer. In the past decade, various targeted drugs have prolonged the survival of LUAD patients. Unfortunately, not all LUAD patients can benefit from the current target agents. Although the membrane spanning 4-domains A15 (MS4A15) gene has been implicated in the progression of various cancers, its role in LUAD remains understudied. This study aimed to evaluate the role and potential mechanism of MS4A15 in the progression of LUAD. The pan-cancer RNA sequencing and clinical data of LUAD patients, originally comprising data from The Cancer Genome Atlas and Genotypic Tissue Expression, were acquired from University of California Santa Cruz XENA (UCSC XENA). Additionally, the GSE116959 and GSE130779 data sets were retrieved from the Gene Expression Omnibus database. The Differential Expression analysis of Sequencing data version 2 (DESeq2) package was used to identify the differentially expressed genes. The ClusteProfiler package was used to perform the Gene Ontology, Kyoto Encyclopedia of Genes and Genomes, and gene set enrichment analyses. An immune cell infiltration analysis was conducted using the gene set variation analysis (GSVA) package. The expression level of MS4A15 was analyzed by the Wilcoxon rank-sum test. A logistic regression analysis was conducted to examine the correlation between the clinical pathological factors of LUAD patients and the high-low dichotomy of MS4A15. A receiver operating characteristic (ROC) curve analysis was employed to evaluate the effectiveness of MS4A15 as a biomarker for distinguishing LUAD patients from healthy individuals. A Kaplan-Meier analysis was conducted to examine the overall survival of LUAD patients based on MS4A15. All the bioinformatic results were obtained using R (version 3.6.2) package. Real-time quantitative polymerase chain reaction (RT-qPCR) was performed to validate the messenger RNA transcription level in vitro. MS4A15 expression was significantly more decreased in the tumor tissues from the LUAD patients than the normal adjacent samples. MS4A15 expression was positively correlated with various immune cell types, notably including mast cells (MCs), dendritic cells, and macrophages. Specifically, MS4A15 was most positively associated with MCs. Lower expression levels of MS4A15 in LUAD patients were correlated with a poorer pathologic stage and poorer primary therapy outcomes. The area under the curve of the ROC curve for MS4A15 effectiveness was 0.863. MS4A15 was validated to be more lowly expressed in the tumor tissues samples than the normal tissues samples in both the GSE116959 and GSE130779 data sets. The expression of MS4A15 was also significantly lower in the in A549 cells than the normal human bronchial epithelia cells. Overall, MS4A15 emerged as a promising prognostic biomarker for LUAD and could serve as a potential target for the development of novel therapeutic interventions.","2025","Translational lung cancer research"
16,"39957766","The prognostic significance of malnutrition in older adult patients with acute ischemic stroke.","Malnutrition is associated with an unfavorable prognosis; however, malnutrition in hospitalized patients is frequently overlooked by clinicians. This highlights the importance of accurately assessing nutritional status and providing appropriate nutritional supplementation. The most appropriate nutritional assessment tool for predicting the short-term prognosis of older adult patients with Acute Ischemic Stroke (AIS) was identified from five nutritional assessment tools, including the Prognostic Nutrition Index (PNI), the Hemoglobin, Albumin, Lymphocyte and Platelet (HALP) Score, the Naples Prognostic Score (NPS), the Geriatric Nutritional Risk Index (GNRI), and the Controlling Nutritional Status (CONUT) Score. A total of 585 older adult patients with Acute Ischemic Stroke (AIS) were retrospectively analyzed and divided into two groups according to the modified Rankin Scale (mRS) score. The first group, comprising 111 cases, was classified as having a poor prognosis (mRS score > 2), while the second group, consisting of 391 cases, was classified as having a good prognosis (mRS score ≤ 2). A total of five nutritional assessment tools, including PNI, HALP Score, NPS, GNRI, and CONUT, were employed to evaluate the nutritional status of older adult patients with AIS and for the analysis of the relationship between nutritional status and prognosis. The incremental value of five nutritional assessment tools in predicting patient prognosis was compared by means of the Integrated Discriminant Improvement Index (IDI) and the Net Reclassification Index (NRI). The efficacy of each nutritional assessment tool in forecasting the incidence of unfavorable outcomes in older adult patients with AIS within a one-year timeframe was evaluated by utilizing the area under the receiver operating characteristic curve (AUC), calibration curves, and decision analysis curves. Comparative analyses were also conducted. Among the five nutritional assessment tools, the PNI (AUC: 0.619, 95% CI: 0.560-0.679, p < 0.001) and HALP score (AUC: 0.612, 95% CI: 0.552-0.672, p < 0.001) demonstrated a significantly greater area under the ROC curve (AUC) compared to the NPS (AUC: 0.597, 95% CI: 0.536-0.658, p = 0.002), CONUT score (AUC: 0.582, 95% CI: 0.520-0.644, p = 0.009), and GNRI (AUC: 0.590, 95% CI: 0.529-0.651, p < 0.001). When compared to BMI, PNI exhibited a more pronounced improvement in the integrated discrimination index (IDI: 0.0203, p = 0.0061). Similarly, the net reclassification index (NRI) also showed a significant improvement (NRI: 0.2422, p = 0.024), indicating the superior performance of PNI in risk stratification. Among the five types of nutritional assessment tools employed in this study, the PNI was the most effective at predicting a poor prognosis at one year in older adult patients with AIS.","2025","Frontiers in nutrition"
17,"39957244","Validation of a clinical prediction model for falls in community-dwelling older adults with COPD: A preliminary analysis.","People with chronic obstructive pulmonary disease (COPD) are at a higher risk of falls. This preliminary study aims to externally validate a previously developed clinical prediction model for falls in community-dwelling older adults with COPD. This was a secondary analysis of a 12-month prospective cohort study. Older adults (≥60 years) with COPD, who reported a fall in the past year and/or had balance concerns, were tracked for 12-month future falls. Baseline predictors included 12-month history of ≥2 falls, total chronic conditions, and Timed Up and Go Dual-Task (TUG-DT) test scores. Model performance was assessed for discrimination (c-statistic), calibration (E:O, CITL, and calibration slope), and clinical value (decision curve analysis). The study included 89 participants (average age 73 ± 9 years; 83 females; FEV1%predicted = 47%). Of these, 35 (39%) reported ≥1 future fall, totaling 89 falls. The model demonstrated acceptable discrimination (c-statistic = 0.62, CI [0.51,0.72]), and calibration (E:O = 1, CITL = 0, and a calibration slope = 1). Decision curve analysis showed greater clinical value when using the prediction model compared to screening for fall history alone. A 12-month history of ≥2 falls, higher total chronic conditions, and worse TUG-DT test scores, predicts falls in community-dwelling older adults with COPD. Larger studies are needed before clinical application.","2025","Chronic respiratory disease"
18,"39955191","Two possible entities of endometriosis-associated ovarian cancer: correlated or incidental?","This study aimed to describe 2 types of endometriosis-associated ovarian cancer: those with transitional elements (atypical endometriosis and borderline tumors) termed endometriosis-correlated or incidental benign endometriosis vs ovarian cancer cases not associated with endometriosis. This was a prospective, observational, monocentric study conducted from November 2021 to December 2023. Patients with ovarian cancer eligible for surgery were enrolled and classified into endometriosis-correlated ovarian carcinoma, endometriosis-incidental ovarian carcinoma, or ovarian carcinoma without endometriosis groups based on the presence or not of endometriosis and transitional lesions. Clinical, sonographic, surgical and pathological data and progression-free survival were recorded. Logistic regression models for accurate patient classification were developed from pre-surgical variables. Of the 170 patients included, 83 (48.82%) had ovarian carcinoma without endometriosis, 39 (22.94%) had endometriosis-incidental ovarian carcinoma, and 48 (28.24%) had endometriosis-correlated ovarian carcinoma. Patients with endometriosis-incidental ovarian carcinoma and endometriosis-correlated ovarian carcinoma were diagnosed at younger ages (p = .002) and had lower post-menopausal rates than patients with ovarian carcinoma without endometriosis (p = .011). Patients with endometriosis-correlated ovarian carcinoma had fewer pregnancies (p < .001) and higher CA-19.9 levels (p = .002) presented with unilateral and multilocular solid lesions than patients with ovarian carcinoma without endometriosis (p < .001). Patients with endometriosis-incidental ovarian carcinoma showed intermediate lesion morphology. Endometriosis-correlated ovarian carcinoma was mostly diagnosed at early Federation of Gynecology and Obstetrics stages (range; I-II) compared with endometriosis-incidental ovarian carcinoma and ovarian carcinoma without endometriosis (p < .001), had less extensive disease (p < .001), and a higher likelihood of complete cytoreduction (p = .035). Endometriosis-correlated ovarian carcinoma was more likely to include clear cell, endometrioid, and mesonephric-like adenocarcinomas, whereas serous histotype predominated in the other groups (p < .001). Logistic regression models accurately identified patients with endometriosis-correlated ovarian carcinoma vs patients with endometriosis-incidental ovarian carcinoma (area under the curve [AUC] = 0.926) and ovarian carcinoma without endometriosis (AUC = 0.968) but could not reliably differentiate endometriosis-incidental ovarian carcinoma from ovarian carcinoma without endometriosis (AUC = 0.668). The 2-year progression-free survival rates were 91% in endometriosis-incidental ovarian carcinoma, 80% in endometriosis-correlated ovarian carcinoma, and 59% in ovarian carcinoma without endometriosis (p = .024). Our study indicates that ovarian cancer associated with endometriosis consists of 2 clinical entities, with endometriosis-incidental ovarian carcinoma emerging as a bridging group between endometriosis-correlated ovarian carcinoma and ovarian carcinoma without endometriosis.","2025","International journal of gynecological cancer : official journal of the International Gynecological Cancer Society"
19,"39950171","Red blood cell distribution width to albumin ratio is associated with increased depression: the mediating role of atherogenic index of plasma.","Recent studies have identified a correlation between inflammation and depression. This study aims to explore the correlation between the red blood cell distribution width (RDW) to albumin ratio (RAR), a practical measure for assessing inflammation, and depression in the general population. In this population-based cross-sectional study, data from 28932 adults aged≥18 years old in the NHANES during the period of 1999-2018 were analyzed. To examine the correlation between RAR and depression, multivariate logistic regression analyses, subgroup analyses, restricted cubic spline analyses, and interaction tests were conducted. Furthermore, a mediation analysis was performed to elucidate the role of atherogenic index of plasma (AIP) in mediating the effect of RAR on depression. Multivariate logistic regression analyses and restricted cubic splines analysis indicated that RAR can exhibit a linearly correlation with depression (OR = 1.335; 95% CI: 1.222, 1.458). Subjects in RAR Q2, Q3, Q4 groups had an increased risk on depression as 22.8%, 22.9% and 51.9% than those in the Q1 group. This positive correlation was more pronounced in those with history of cancers. The ROC analysis indicated that the area under the curve (AUC) for RAR (AUC=0.593) was significantly greater than that for RDW and albumin individually. Mediation analysis indicated that AIP mediated 7.8% of the correlation of RAR with depression. The findings of this study indicated a significant linear positive correlation between RAR and the prevalence of depression, with AIP serving as a mediator.","2025","Frontiers in psychiatry"
20,"39950166","Influencing factors of acute kidney injury in elderly patients with diabetic nephropathy and establishment of nomogram model.","To explore the influencing factors of acute kidney injury in elderly patients with diabetic nephropathy and to construct a nomogram model. The research subjects were 680 patients with type 2 diabetic nephropathy admitted to our hospital. The patients were included from May 2018 to August 2023. Patients with acute kidney injury were used as the merge group (n=50), and patients without unmerge group (n=630) was included. The prevalence and predisposing factors of acute kidney injury in diabetic nephropathy were analyzed, multivariate logistic regression were used to analyze the influencing factors of acute kidney injury in patients, and a nomogram risk prediction model was established based on risk factors for verification. Analysis of the factors of acute kidney injury in diabetic nephropathy found that severe infection was the main trigger, accounting for 40.00%, followed by nephrotoxic antibiotics and severe heart failure. The age, urine microalbumin-to-creatinine ratio (ACR), blood urea nitrogen (BUN), uric acid(UA), and cystatin C (CysC) levels of patients in the combined acute kidney injury group were significantly higher than those in the unmerge group (P<0.05), and the left ventricular ejection fraction (LVEF) and epidermal growth factor receptor (eGFR) levels were significantly lower than those in the unmerge group (P<0.05). Age, ACR, and CysC levels are independent risk factors for acute kidney injury in diabetic nephropathy, and LVEF and eGFR are independent protective factors (P<0.05). The C-index of the nomogram risk prediction model in predicting acute kidney injury in diabetic nephropathy is 0.768 (95% CI: 0.663-0.806), and the calibration curve tends to the ideal curve; the prediction threshold is >0.18, and the nomogram risk prediction model provides a clinical net benefits, and clinical net benefits were higher than independent predictors. The establishment of a nomogram model for acute kidney injury in elderly patients with diabetic nephropathy based on age, ACR, CysC, LVEF, and eGFR has a good predictive effect, which can help doctors more accurately assess the patient's condition and provide a basis for formulating personalized treatment plans.","2024","Frontiers in endocrinology"
