"key","pmid","doi","pmc","title","abstract","epubdate","journal","affiliation"
11,"38566599","10.1111/jce.16266",NA,"Left atrial low-voltage areas, but not volume, predict the recurrence of atrial fibrillation in repeat ablation procedures.","Left atrial (LA) low voltage areas (LVA) are a controversial target in atrial fibrillation ablation procedures. However, LVA and LA volume are good predictors of arrhythmia recurrence in ablation-naïve patients. Their predictive value in progressively diseased pre-ablated atria is uncertain. Consecutive patients with recurrent atrial fibrillation (AF) or atrial tachycardia (AT), who were scheduled for repeat LA ablation, were enrolled in the prospective Bernau ablation registry between 2016 and 2020. All patients received a complete LA ultrahigh-density map before ablation. Maps were analyzed for LA size, LVA percentage and distribution. The predictive value of demographic, anatomic, and mapping variables on AF recurrence was analyzed. 160 patients (50.6% male, 1.3 pre-ablations, 60% persistent AF) with complete LA voltage maps were included. Mean follow-up time was 16 ± 11 months. Mean recorded electrograms (EGMs) per map were 9754 ± 5808, mean LA volume was 176.1 ± 35.9 ml and mean rate of LVAs <0.5 mV was 30.6% ± 23.1%. During follow-up recurrence rate of AF or AT >30 s was 55.6%. Patients with recurrence had a significant higher percentage of LVAs (40.0% vs. 18.8%, p < .001) but no relevant difference in LA volume (172 vs. 178 mL, p = .299). ROC curves revealed LVA as a good predictor for recurrence (AUC = 0.79, p < .001) and a cut-off of 22% LVAs with highest sensitivity (73.0%) and specificity (71.8%). Based on this cut off, event free survival was significantly higher in the Low LVA group (p < .01). Total LVA percentage has a good predictive power on arrhythmia recurrence in a cohort of advanced scarred left atria in repeat procedures independent of the applied ablation strategy. Left atrial volume seems to have minor impact on the rhythm outcome in our study cohort.","20240403","Journal of cardiovascular electrophysiology","Department of Cardiology, Brandenburg Medical School (MHB) Theodor Fontane, University Hospital Heart Center Brandenburg, Neuruppin, Germany."
12,"38834412","10.1016/j.jacl.2024.04.130",NA,"The triglyceride-glucose index is superior to homeostasis model assessment of insulin resistance in predicting metabolic syndrome in an adult population in the United States.","Metabolic syndrome (MetS) is a cluster of cardio-metabolic features portending an increased risk for both type 2 diabetes mellitus (T2DM) and premature atherosclerotic cardiovascular disease (ASCVD). Homeostasis model assessment of insulin resistance (HOMA-IR) is a widely used surrogate measure of insulin resistance. The triglyceride-glucose (TyG) index is another validated measure of insulin resistance that predicts both diabetes and cardiovascular disease in low and medium-income countries, but only diabetes in high income countries. Due to the paucity of data on the TyG index in the US population, we compared the validity of the TyG index and HOMA-IR in predicting MetS. Data from the National Health and Nutrition Examination Survey (NHANES) between 2005 and 2018 on Non-Hispanic White (NHW), Hispanic American (HA), and African American (AA) individuals (n = 5380) aged 20-80 years were used for analysis. Individuals were classified as having MetS based on three or more of its components. HOMA-IR and the TyG index were determined from fasting samples. Both the TyG index and HOMA-IR were significantly increased in MetS and increased significantly with increasing severity of the syndrome. Also both indices correlated significantly with all 5 features of MetS, hsCRP and non-HDL-C. ROC-AUC analysis for TyG index was significantly greater than that of HOMA-IR in predicting MetS: 0.87 (95 % CI 0.85-0.88) versus 0.82 (95 % CI 0.81-0.83) respectively, p < 0.0001. This was not evident for the small AA subgroup. The TyG index outperformed HOMA-IR in predicting MetS, a proxy for both T2DM and ASCVD, in a general US population and is a valuable biomarker.","20240424","Journal of clinical lipidology","UT Southwestern Medical Center, Dallas, TX, USA (Adams-Huet)."
13,"38626625","10.1016/j.psychres.2024.115896",NA,"Enhancing psychiatric rehabilitation outcomes through a multimodal multitask learning model based on BERT and TabNet: An approach for personalized treatment and improved decision-making.","Evaluating the rehabilitation status of individuals with serious mental illnesses (SMI) necessitates a comprehensive analysis of multimodal data, including unstructured text records and structured diagnostic data. However, progress in the effective assessment of rehabilitation status remains limited. Our study develops a deep learning model integrating Bidirectional Encoder Representations from Transformers (BERT) and TabNet through a late fusion strategy to enhance rehabilitation prediction, including referral risk, dangerous behaviors, self-awareness, and medication adherence, in patients with SMI. BERT processes unstructured textual data, such as doctor's notes, whereas TabNet manages structured diagnostic information. The model's interpretability function serves to assist healthcare professionals in understanding the model's predictive decisions, improving patient care. Our model exhibited excellent predictive performance for all four tasks, with an accuracy exceeding 0.78 and an area under the curve of 0.70. In addition, a series of tests proved the model's robustness, fairness, and interpretability. This study combines multimodal and multitask learning strategies into a model and applies it to rehabilitation assessment tasks, offering a promising new tool that can be seamlessly integrated with the clinical workflow to support the provision of optimized patient care.","20240406","Psychiatry research","School of Design, Shanghai Jiao Tong University, Shanghai, China."
14,"38576031","10.1186/s40644-024-00691-x","PMC10996224","Application of deep learning on mammographies to discriminate between low and high-risk DCIS for patient participation in active surveillance trials.","Ductal Carcinoma In Situ (DCIS) can progress to invasive breast cancer, but most DCIS lesions never will. Therefore, four clinical trials (COMET, LORIS, LORETTA, AND LORD) test whether active surveillance for women with low-risk Ductal carcinoma In Situ is safe (E. S. Hwang et al., BMJ Open, 9: e026797, 2019, A. Francis et al., Eur J Cancer. 51: 2296-2303, 2015, Chizuko Kanbayashi et al. The international collaboration of active surveillance trials for low-risk DCIS (LORIS, LORD, COMET, LORETTA),  L. E. Elshof et al., Eur J Cancer, 51, 1497-510, 2015). Low-risk is defined as grade I or II DCIS. Because DCIS grade is a major eligibility criteria in these trials, it would be very helpful to assess DCIS grade on mammography, informed by grade assessed on DCIS histopathology in pre-surgery biopsies, since surgery will not be performed on a significant number of patients participating in these trials. To assess the performance and clinical utility of a convolutional neural network (CNN) in discriminating high-risk (grade III) DCIS and/or Invasive Breast Cancer (IBC) from low-risk (grade I/II) DCIS based on mammographic features. We explored whether the CNN could be used as a decision support tool, from excluding high-risk patients for active surveillance. In this single centre retrospective study, 464 patients diagnosed with DCIS based on pre-surgery biopsy between 2000 and 2014 were included. The collection of mammography images was partitioned on a patient-level into two subsets, one for training containing 80% of cases (371 cases, 681 images) and 20% (93 cases, 173 images) for testing. A deep learning model based on the U-Net CNN was trained and validated on 681 two-dimensional mammograms. Classification performance was assessed with the Area Under the Curve (AUC) receiver operating characteristic and predictive values on the test set for predicting high risk DCIS-and high-risk DCIS and/ or IBC from low-risk DCIS. When classifying DCIS as high-risk, the deep learning network achieved a Positive Predictive Value (PPV) of 0.40, Negative Predictive Value (NPV) of 0.91 and an AUC of 0.72 on the test dataset. For distinguishing high-risk and/or upstaged DCIS (occult invasive breast cancer) from low-risk DCIS a PPV of 0.80, a NPV of 0.84 and an AUC of 0.76 were achieved. For both scenarios (DCIS grade I/II vs. III, DCIS grade I/II vs. III and/or IBC) AUCs were high, 0.72 and 0.76, respectively, concluding that our convolutional neural network can discriminate low-grade from high-grade DCIS.","20240405","Cancer imaging : the official publication of the International Cancer Imaging Society","Division of Molecular Pathology, the Netherlands Cancer Institute, Amsterdam, Netherlands."
15,"38670322","10.1016/j.jstrokecerebrovasdis.2024.107734",NA,"Association between the quantity of stroke care units and the complement of neurosurgical and neurology specialists in Japan: A retrospective study.","Stroke care units provide advanced intensive care for unstable patients with acute stroke. We conducted a survey to clarify the differences in stroke care units between urban and regional cities and the relationship between the number of stroke care unit beds and neurologists. This retrospective observational study was conducted in 2,857 and 4,184 hospitals in urban and regional cities in 47 provinces of Japan, respectively, between January 2020 and August 2023. Tokyo and ordinance-designated cities in provinces were defined as urban cities, and those without such cities were defined as regional cities. The primary endpoint was the presence or absence of a stroke care unit. Multiple linear regression analysis revealed that the presence of stroke care units was significantly associated with the number of neurosurgical specialists. Receiver operating characteristic curve analysis was performed to predict the number of personnel required for stroke care unit installation based on the number of neurosurgical specialists. The area under the receiver operating characteristic curve, Youden index, sensitivity, and specificity were 0.721, 0.483, 0.783, and 0.700, respectively. Our study underscores the indispensability of SCUs in stroke treatment, advocating for a strategic allocation of medical resources, heightened accessibility to neurosurgical specialists, and a concerted effort to address geographic and resource imbalances. The identified cutoff value of 8.99 neurosurgical specialists per 100,000 population serves as a practical benchmark for optimizing SCU establishment, thereby potentially mitigating stroke-related mortality.","20240425","Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association","Department of Operation Center, National Hospital Organization Nagasaki Medical Center, Nagasaki 856-8562, Japan; Department of Nursing, Nagasaki University Graduate School of Biomedical Sciences, Nagasaki 852-8523, Japan; Healthcare Management Research Center, Chiba University Hospital, 1-8-1 Inohana, Chuo-ku, Chiba 260-8677, Japan."
16,"38653158","10.1016/j.ijnurstu.2024.104767",NA,"A novel nomogram for the prediction of subsyndromal delirium in patients in intensive care units: A prospective, nested case-controlled study.","Subsyndromal delirium is a dynamic, recognizable condition commonly observed in intensive care unit (ICU) patients that can lead to poor patient prognosis, and its prompt recognition and management can prevent disease progression. However, no evidence-based predictive tool has been developed specifically to assess the occurrence of subsyndromal delirium in the ICU. To develop and validate a novel, simple and effective tool for estimating the risk of subsyndromal delirium among ICU patients. A prospective, nested case-controlled study. A total of 731 patients were recruited from the central ICU of a tertiary hospital in southwestern China from August 2021 to November 2022. The least absolute shrinkage and selection operator was applied to screen potential features for univariate and multivariate logistic regression. A nomogram was constructed using the selected variables. The performance of the nomogram was evaluated by combining the area under the receiver operating characteristic curve (AUC), calibration curves and decision curve analysis (DCA). The prevalence of subsyndromal delirium among ICU patients was 23.06 %. Multiple logistic regression analysis revealed that the independent predictive factors for subsyndromal delirium among ICU patients were vision impairment, a history of falls, the use of restraint, blood transfusion, the use of antibiotics, surgery, the Caprini score, and the Braden score, all of which were used to construct the nomogram. The AUCs for the model were 0.710 (95 % CI, 0.654-0.766, P < 0.001) and 0.825 (95 % CI, 0.732-0.917, P < 0.001) in the training and validation cohorts, respectively, indicating that the model had high accuracy in distinguishing patients with and without subsyndromal delirium. The calibration curve of the nomogram showed good consistency between the predicted and actual probabilities. The DCA indicated that the nomogram has clinical application for patients in the ICU. We developed an easy-to-use nomogram for identifying subsyndromal delirium in ICU patients with satisfactory predictive ability based on simple and easily accessible clinical features. The nomogram can identify ICU patients at high-risk for subsyndromal delirium and may be a useful subsyndromal delirium tool for current ICU physicians.","20240404","International journal of nursing studies","Nursing Department, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, China; School of Nursing, Chongqing Medical University, Chongqing, China."
17,"38779032","10.1016/j.heliyon.2024.e30339","PMC11109726","Comparison of different nutritional screening tools in nutritional screening of patients with cirrhosis: A cross-sectional observational study.","The Royal Free Hospital Nutritional Prioritizing Tool (RFH-NPT), the Liver Disease Undernutrition Screening Tool (LDUST) and Nutritional Risk Screening 2002 (NRS2002) were used by nurses to screen, compare, and analyze the nutritional status of patients with liver cirrhosis. The application value of different screening tools was summarized in the nutritional screening of patients with liver cirrhosis. In this study, LDUST, RFH-NPT, and NRS2002 were used by nurses to screen the nutritional status of hospitalized patients with liver cirrhosis within 24-48 h after admission. The study calculated validity indicators such as sensitivity, specificity, the area under the receiver operating curve (AUC), and reliability indicators such as the Kappa coefficient. The efficacy of these screening tools in the nutritional screening of patients with liver cirrhosis was compared. Among the 207 patients, LDUST and NRS2002 identified 72.9 % and 23.7 % as undernourished, respectively. The sensitivity of LDUST and NRS2002 were 92.1 % and 30.0 %, respectively. The Kappa value of LDUST and RFH-NPT was 0.620, and the Kappa value of LDUST compared with NRS2002 was 0.144. This study shows that the Liver Disease Undernutrition Screening Tool, a special screening tool for patients with liver cirrhosis, has a more reliable screening effect and higher sensitivity than NRS2002. The Liver Disease Undernutrition Screening Tool is recommended for nutritional screening in patients with liver cirrhosis.","20240429","Heliyon","Department of Nursing, The First Affiliated Hospital, College of Medicine, Zhejiang University, Hangzhou, China."
18,"38707354","10.1016/j.heliyon.2024.e29845","PMC11068526","Development and validation of a prediction model for postoperative pneumonia in patients who received spinal surgery: A retrospective study.","To develop and validate a risk prediction model by identifying the preoperative factors associated with an increased risk of pneumonia after spinal surgery. This study included patients with spinal disease from two hospitals between January 2021 and June 2023. The patients were divided into the training and validation sets, which were categorized as postoperative pneumonia (POP) or non-POP, respectively. This study identified the independent risk variables for POP using a multivariate logistic regression analysis. A nomogram prediction model was developed and validated using risk factors, receiver operating characteristic (ROC) curves, calibration curves, and decision curve analysis (DCA) to assess predictive performance. Following exclusion, 2223 patients from Changzheng Hospital were enrolled in the training set and 357 patients from the No. 905 Hospital of PLA Navy were enrolled in the validation set. Univariate and multivariate logistic regression analyses revealed that operation time, American Society of Anesthesiologists (ASA) grade, smoking, non-wearing of medical masks, lack of preoperative respiratory training, chronic obstructive pulmonary disease (COPD), underlying diseases, and spinal section were risk factors for POP development in patients with spinal diseases. The area under the ROC curve of the training set was 0.950, whereas that of the validation set was 0.879. The model calibration curves demonstrated good agreement, and the DCA indicated a high expected net benefit value. The POP risk prediction model has high accuracy and efficiency in predicting POP in patients with spinal diseases. POP development is influenced by factors such as operation length, ASA grade, smoking, non-wearing of medical masks, lack of preoperative respiratory training, COPD, underlying diseases, and lumbar surgery.","20240423","Heliyon","Spine Center, Department of Orthopaedics, Shanghai Changzheng Hospital, Second Affiliated Hospital of Naval Medical University, Shanghai, 200003, China."
19,"38588722","10.1016/j.spinee.2024.03.018",NA,"Reassessing the minimum 2-year follow-up standard after lumbar decompression surgery: a 2-month follow-up seems to be an acceptable minimum.","Academic orthopedic journals and specialty societies emphasize the importance of two-year follow-up for patient-reported outcome measures (PROMS) after spine surgery, but there are limited data evaluating the appropriate length of follow-up. To determine whether PROMs, as measured by the Oswestry Disability Index (ODI), would change significantly after 2-months postoperatively after lumbar decompression surgery for disc herniation or spinal stenosis. Retrospective analysis of prospectively and consecutively enrolled patients undergoing lumbar decompression surgery between 2020 and 2021 from a single surgeon spine registry. One hundred sixty-nine patients. ODI, achievement of minimum clinically important difference (MCID), revisions. Patients without a preoperative baseline score were excluded. Completion of the ODI questionnaire was assessed at the follow-up points. The median ODI was compared at time baseline, 2-month, 1-year and 2-year follow-up. Risk of reoperation was assessed with receiver operating characteristic (ROC) analysis to identify at-risk ODI thresholds of requiring reoperation. Median ODI significantly improved at all time points compared to baseline (median baseline ODI: 40; 2-month ODI: 16, p=.001; 1-year ODI: 11.1, p=.001; 2-year ODI: 8, p=.001). Posthoc analysis demonstrated no difference between 2-months, 1-year and 2-year postoperative ODI (p=.9, p=.468, p=.606). The MCID was met in 87.9% of patients at 2 months, 80.7% at 1 year, and 87.3% at 2 years postoperatively. Twelve patients (7.7%) underwent revision surgery between 2 months and 2 years after the index surgery (median time to revision: 5.6 months). ROC curve analysis demonstrated that an ODI score ≥24 points at 2-months yielded a sensitivity of 85.7% and a specificity of 71.8% for predicting revision after lumbar decompression (AUC=0.758; 95% CI: 0.613-0.903). The Youden optimal threshold value of ≥24 points at 2-month postop ODI yielded an odd ratio (OR) for revision of 15.3 (CI: 1.8-131.8; p=.004). The positive predictive value (PPV) and negative predictive value (NPV) were 15.4% and 98.8%, respectively. Two-year clinical follow-up may not be necessary for future peer-reviewed lumbar decompression surgery studies given that ODI plateaus at 8 weeks. Patients with a score ≥24 points at 2-months postoperatively have a higher risk of requiring a second surgery within the first 2 years and warrant continued follow-up.","20240407","The spine journal : official journal of the North American Spine Society","Melbourne Orthopaedic Group, 33 The Avenue, Windsor 3181, Melbourne, Victroria, Australia; Department of Orthopedics, Balgrist University Hospital, University of Zurich, Forchstrasse 340, 8008 Zurich, Switzerland. Electronic address: anna-katharina.calek@balgrist.ch."
20,"38650638","10.3389/fnut.2024.1368459","PMC11033504","Neutrophil to albumin ratio: a biomarker in non-alcoholic fatty liver disease and with liver fibrosis.","Given the high prevalence of non-alcoholic fatty liver disease (NAFLD) and its potential to progress to liver fibrosis, it is crucial to identify the presence of NAFLD in patients to guide their subsequent management. However, the current availability of non-invasive biomarkers for NAFLD remains limited. Therefore, further investigation is needed to identify and develop non-invasive biomarkers for NAFLD. A retrospective analysis was conducted on 11,883 patients admitted to the Healthcare Center, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, from January 2016 to December 2019 and divided into NAFLD and non-NAFLD groups. Anthropometric and laboratory examination data were collected. The correlations between variables and NAFLD were evaluated using the student's t-test or Mann-Whitney U test and binary logistic regression analysis. The predictive ability of these variables for NAFLD was assessed using the areas under the curves (AUCs) of receiver operating characteristics. Among the included patients, 3,872 (32.58%) were diagnosed with NAFLD, with 386 (9.97%) individuals having liver fibrosis. Patients with NAFLD exhibited a higher proportion of males, elevated body mass index (BMI), and increased likelihood of hypertension, diabetes mellitus, and atherosclerosis. Logistic regression analysis identified the neutrophil to albumin ratio (NAR) as the most promising novel inflammation biomarkers, with the highest AUC value of 0.701, a cut-off value of 0.797, sensitivity of 69.40%, and specificity of 66.00% in identifying the risk of NAFLD. Moreover, NAR demonstrated superior predictive value in identifying NAFLD patients at risk of liver fibrosis, with an AUC value of 0.795, sensitivity of 71.30%, and specificity of 73.60% when NAR reached 1.285. These findings highlight that the novel inflammatory biomarker, NAR, is a convenient and easily accessible non-invasive predictor for NAFLD and NAFLD with liver fibrosis.","20240408","Frontiers in nutrition","Department of Pathology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China."
